"Status","Year","Organisation","Region_ITL1","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East Midlands (England)","Legal","400","370","39120","34480"
"In post","2021","Crown Prosecution Service","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","East of England","Legal","470","420","40520","34480"
"In post","2021","Crown Prosecution Service","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Communications","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Human Resources","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Legal","1520","1430","44200","39750"
"In post","2021","Crown Prosecution Service","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","London","Unknown","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Legal","320","290","38090","32210"
"In post","2021","Crown Prosecution Service","North East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Human Resources","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Legal","900","840","39410","34480"
"In post","2021","Crown Prosecution Service","North West (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South East (England)","Legal","670","630","42270","39540"
"In post","2021","Crown Prosecution Service","South East (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","South West (England)","Legal","280","260","40070","37780"
"In post","2021","Crown Prosecution Service","Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Wales","Legal","340","320","41440","38760"
"In post","2021","Crown Prosecution Service","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Legal","540","500","40030","38000"
"In post","2021","Crown Prosecution Service","West Midlands (England)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Finance","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Human Resources","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Legal","790","710","41940","48080"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Yorkshire and The Humber","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Debt Management Office","London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Project Delivery","310","300","27810","28750"
"In post","2021","Defence Electronics and Components Agency","Wales","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Project Delivery","50","50","25600","25950"
"In post","2021","Defence Electronics and Components Agency","West Midlands (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Project Delivery","220","210","36050","34920"
"In post","2021","Defence Equipment and Support","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East of England","Project Delivery","210","200","35040","33660"
"In post","2021","Defence Equipment and Support","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Communications","170","170","23760","21190"
"In post","2021","Defence Equipment and Support","London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North East (England)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North West (England)","Project Delivery","140","140","28640","23880"
"In post","2021","Defence Equipment and Support","North West (England)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Project Delivery","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Commercial","50","50","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Project Delivery","450","440","28190","25460"
"In post","2021","Defence Equipment and Support","Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","South East (England)","Commercial","[c]","[c]","[c]","[c]"
