"Status","Year","Sex","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Public Pensions Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Scottish Public Pensions Agency","Unknown","70","60","27750","27150"
"In post","2021","Female","Serious Fraud Office","Heterosexual / straight","140","130","44650","40000"
"In post","2021","Female","Serious Fraud Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Serious Fraud Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Serious Fraud Office","Unknown","60","60","48490","41200"
"In post","2021","Female","Social Security Scotland","Heterosexual / straight","480","460","30810","26160"
"In post","2021","Female","Social Security Scotland","LGBO","40","40","[c]","[c]"
"In post","2021","Female","Social Security Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Social Security Scotland","Unknown","120","110","30450","26160"
"In post","2021","Female","Standards and Testing Agency","Heterosexual / straight","70","70","43160","40500"
"In post","2021","Female","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Standards and Testing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Student Awards Agency for Scotland","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Female","Student Awards Agency for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Student Awards Agency for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Student Awards Agency for Scotland","Unknown","90","80","27470","22230"
"In post","2021","Female","Submarine Delivery Agency","Heterosexual / straight","430","410","37800","34530"
"In post","2021","Female","Submarine Delivery Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Submarine Delivery Agency","Undeclared","60","60","38470","34140"
"In post","2021","Female","Submarine Delivery Agency","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Teaching Regulation Agency","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Female","Teaching Regulation Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Teaching Regulation Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Heterosexual / straight","130","120","35060","33170"
"In post","2021","Female","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","The National Archives","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","The National Archives","Unknown","120","110","36060","33450"
"In post","2021","Female","Transport Scotland","Heterosexual / straight","150","140","40920","35110"
"In post","2021","Female","Transport Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Transport Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Transport Scotland","Unknown","40","40","[c]","[c]"
"In post","2021","Female","UK Export Finance","Heterosexual / straight","130","120","47970","43000"
"In post","2021","Female","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Hydrographic Office","Heterosexual / straight","190","170","34520","33290"
"In post","2021","Female","UK Hydrographic Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Hydrographic Office","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","UK Hydrographic Office","Unknown","60","50","32490","33290"
"In post","2021","Female","UK Intellectual Property Office","Heterosexual / straight","430","390","35260","30170"
"In post","2021","Female","UK Intellectual Property Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Intellectual Property Office","Unknown","230","210","30340","23320"
"In post","2021","Female","UK Space Agency","Heterosexual / straight","80","80","44110","40050"
"In post","2021","Female","UK Space Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Space Agency","Undeclared","30","30","[c]","[c]"
"In post","2021","Female","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Female","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","United Kingdom Statistics Authority","Heterosexual / straight","2050","1800","31950","29540"
"In post","2021","Female","United Kingdom Statistics Authority","LGBO","110","110","31450","29540"
"In post","2021","Female","United Kingdom Statistics Authority","Undeclared","110","100","31640","29540"
"In post","2021","Female","United Kingdom Statistics Authority","Unknown","840","730","29890","29540"
"In post","2021","Female","Valuation Office Agency","Heterosexual / straight","1080","960","32820","29710"
"In post","2021","Female","Valuation Office Agency","LGBO","50","50","31420","30000"
"In post","2021","Female","Valuation Office Agency","Undeclared","170","150","34060","31080"
"In post","2021","Female","Valuation Office Agency","Unknown","530","470","28400","25860"
"In post","2021","Female","Vehicle Certification Agency","Heterosexual / straight","60","50","29530","27250"
"In post","2021","Female","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinary Medicines Directorate","Heterosexual / straight","70","60","37800","35030"
"In post","2021","Female","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinary Medicines Directorate","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Heterosexual / straight","60","50","57100","51460"
"In post","2021","Female","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Water Services Regulation Authority","Unknown","70","60","55290","44680"
"In post","2021","Female","Welsh Government (excl. agencies)","Heterosexual / straight","2830","2610","39650","37410"
"In post","2021","Female","Welsh Government (excl. agencies)","LGBO","100","90","39740","37410"
"In post","2021","Female","Welsh Government (excl. agencies)","Undeclared","390","360","41020","37410"
"In post","2021","Female","Welsh Government (excl. agencies)","Unknown","70","60","38320","28850"
"In post","2021","Female","Welsh Revenue Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Revenue Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Welsh Revenue Authority","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Wilton Park","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Female","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Female","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Accountant in Bankruptcy","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Male","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","Heterosexual / straight","250","240","36290","34500"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","Undeclared","60","60","38220","38590"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","Unknown","100","100","29210","24250"
"In post","2021","Male","Animal and Plant Health Agency","Heterosexual / straight","710","690","32350","29180"
"In post","2021","Male","Animal and Plant Health Agency","LGBO","70","60","28140","25190"
"In post","2021","Male","Animal and Plant Health Agency","Undeclared","160","150","34840","31730"
"In post","2021","Male","Animal and Plant Health Agency","Unknown","150","130","31100","26520"
"In post","2021","Male","Attorney General's Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cabinet Office (excl. agencies)","Heterosexual / straight","1940","1920","50540","49700"
"In post","2021","Male","Cabinet Office (excl. agencies)","LGBO","270","270","46990","43890"
"In post","2021","Male","Cabinet Office (excl. agencies)","Undeclared","280","270","49780","47050"
"In post","2021","Male","Cabinet Office (excl. agencies)","Unknown","1930","1920","48310","34640"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","Heterosexual / straight","110","110","34940","30220"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","Unknown","180","180","37890","35900"
"In post","2021","Male","Charity Commission","Heterosexual / straight","100","100","34560","29160"
"In post","2021","Male","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","Unknown","80","70","37100","30980"
"In post","2021","Male","Companies House","Heterosexual / straight","290","280","34620","32810"
"In post","2021","Male","Companies House","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Companies House","Undeclared","50","50","32620","31780"
"In post","2021","Male","Companies House","Unknown","140","130","29330","24860"
"In post","2021","Male","Competition and Markets Authority","Heterosexual / straight","320","320","61680","58320"
"In post","2021","Male","Competition and Markets Authority","LGBO","40","40","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Criminal Injuries Compensation Authority","Heterosexual / straight","70","70","25840","22640"
"In post","2021","Male","Criminal Injuries Compensation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Criminal Injuries Compensation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Male","Criminal Injuries Compensation Authority","Unknown","40","40","[c]","[c]"
