"Status","Year","Region_ITL3","Age","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Berkshire","65+","AA/AO","40","30","[c]","[c]"
"In post","2021","Berkshire","65+","EO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","20-29","AA/AO","210","200","28730","30150"
"In post","2021","Bexley and Greenwich","20-29","EO","90","80","31660","31060"
"In post","2021","Bexley and Greenwich","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","20-29","Unknown","30","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","30-39","AA/AO","210","210","29550","31050"
"In post","2021","Bexley and Greenwich","30-39","EO","100","90","33110","31060"
"In post","2021","Bexley and Greenwich","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","30-39","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","40-49","AA/AO","150","150","28560","28720"
"In post","2021","Bexley and Greenwich","40-49","EO","130","120","32010","31060"
"In post","2021","Bexley and Greenwich","40-49","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","40-49","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","50-59","AA/AO","210","210","28110","24890"
"In post","2021","Bexley and Greenwich","50-59","EO","180","170","31760","31060"
"In post","2021","Bexley and Greenwich","50-59","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","50-59","SEO/HEO","80","80","41630","40150"
"In post","2021","Bexley and Greenwich","50-59","Unknown","40","30","[c]","[c]"
"In post","2021","Bexley and Greenwich","60-64","AA/AO","70","50","26570","24890"
"In post","2021","Bexley and Greenwich","60-64","EO","50","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","65+","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","EO","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","20-29","AA/AO","800","770","20610","20140"
"In post","2021","Birmingham","20-29","EO","570","570","25860","25560"
"In post","2021","Birmingham","20-29","G6/G7","50","50","52590","52580"
"In post","2021","Birmingham","20-29","SEO/HEO","320","320","32420","31810"
"In post","2021","Birmingham","20-29","Unknown","60","60","24320","22920"
"In post","2021","Birmingham","30-39","AA/AO","770","700","20620","20140"
"In post","2021","Birmingham","30-39","EO","780","740","26150","25560"
"In post","2021","Birmingham","30-39","G6/G7","230","230","54290","52580"
"In post","2021","Birmingham","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","30-39","SEO/HEO","850","830","34820","31860"
"In post","2021","Birmingham","30-39","Unknown","100","90","27750","26310"
"In post","2021","Birmingham","40-49","AA/AO","660","580","21310","20650"
"In post","2021","Birmingham","40-49","EO","730","680","26860","27570"
"In post","2021","Birmingham","40-49","G6/G7","350","340","58140","54900"
"In post","2021","Birmingham","40-49","SCS","40","40","[c]","[c]"
"In post","2021","Birmingham","40-49","SEO/HEO","800","770","36570","35310"
"In post","2021","Birmingham","40-49","Unknown","110","100","31920","31760"
"In post","2021","Birmingham","50-59","AA/AO","930","840","21480","20880"
"In post","2021","Birmingham","50-59","EO","890","830","27100","27570"
"In post","2021","Birmingham","50-59","G6/G7","420","410","59100","55880"
"In post","2021","Birmingham","50-59","SCS","50","40","[c]","[c]"
"In post","2021","Birmingham","50-59","SEO/HEO","840","810","36600","35000"
"In post","2021","Birmingham","50-59","Unknown","120","110","32820","31420"
"In post","2021","Birmingham","60-64","AA/AO","310","260","20980","20910"
"In post","2021","Birmingham","60-64","EO","270","210","27310","27570"
"In post","2021","Birmingham","60-64","G6/G7","80","70","60100","56350"
"In post","2021","Birmingham","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","60-64","SEO/HEO","170","140","37030","35000"
"In post","2021","Birmingham","60-64","Unknown","40","30","[c]","[c]"
"In post","2021","Birmingham","65+","AA/AO","80","70","21050","21010"
"In post","2021","Birmingham","65+","EO","70","50","26930","27570"
"In post","2021","Birmingham","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","65+","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","65+","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Birmingham","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","AA/AO","40","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","EO","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","40-49","AA/AO","50","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","40-49","EO","70","60","27560","27570"
"In post","2021","Blackburn with Darwen","40-49","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","AA/AO","40","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","EO","50","50","27410","27570"
"In post","2021","Blackburn with Darwen","50-59","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","EO","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","20-29","AA/AO","310","310","21010","21010"
"In post","2021","Blackpool","20-29","EO","220","210","27530","27570"
"In post","2021","Blackpool","20-29","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","20-29","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Blackpool","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","30-39","AA/AO","240","230","20920","21010"
"In post","2021","Blackpool","30-39","EO","300","270","27490","27570"
"In post","2021","Blackpool","30-39","G6/G7","30","30","[c]","[c]"
"In post","2021","Blackpool","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","30-39","SEO/HEO","110","110","33620","31990"
"In post","2021","Blackpool","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","40-49","AA/AO","380","330","20830","21010"
"In post","2021","Blackpool","40-49","EO","490","450","27490","27570"
"In post","2021","Blackpool","40-49","G6/G7","110","110","56260","52750"
"In post","2021","Blackpool","40-49","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","40-49","SEO/HEO","340","330","34260","32900"
"In post","2021","Blackpool","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","50-59","AA/AO","550","480","20740","21010"
"In post","2021","Blackpool","50-59","EO","660","590","27370","27570"
"In post","2021","Blackpool","50-59","G6/G7","230","220","55240","52390"
"In post","2021","Blackpool","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","50-59","SEO/HEO","450","430","34960","34290"
"In post","2021","Blackpool","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","60-64","AA/AO","190","160","20800","21010"
"In post","2021","Blackpool","60-64","EO","140","110","27330","27570"
"In post","2021","Blackpool","60-64","G6/G7","40","30","[c]","[c]"
"In post","2021","Blackpool","60-64","SEO/HEO","60","40","35480","34290"
"In post","2021","Blackpool","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","65+","AA/AO","70","50","20690","21010"
"In post","2021","Blackpool","65+","EO","50","40","27310","27570"
"In post","2021","Blackpool","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","EO","50","50","26610","27570"
"In post","2021","Bournemouth and Poole","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","AA/AO","30","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","EO","80","70","27040","27570"
"In post","2021","Bournemouth and Poole","40-49","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","50-59","AA/AO","80","70","20720","20520"
"In post","2021","Bournemouth and Poole","50-59","EO","130","110","27160","27570"
"In post","2021","Bournemouth and Poole","50-59","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","50-59","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","AA/AO","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","EO","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","16-19","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","20-29","AA/AO","270","260","20200","20140"
"In post","2021","Bradford","20-29","EO","130","130","26460","27570"
"In post","2021","Bradford","20-29","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","20-29","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Bradford","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","30-39","AA/AO","250","210","20310","20140"
"In post","2021","Bradford","30-39","EO","200","190","26510","27570"
"In post","2021","Bradford","30-39","G6/G7","30","30","[c]","[c]"
"In post","2021","Bradford","30-39","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","30-39","SEO/HEO","100","100","33580","31810"
"In post","2021","Bradford","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","40-49","AA/AO","280","220","20560","20180"
"In post","2021","Bradford","40-49","EO","210","190","26610","27570"
"In post","2021","Bradford","40-49","G6/G7","40","40","[c]","[c]"
"In post","2021","Bradford","40-49","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","40-49","SEO/HEO","110","110","34300","31990"
"In post","2021","Bradford","40-49","Unknown","40","40","[c]","[c]"
"In post","2021","Bradford","50-59","AA/AO","370","310","20770","21010"
"In post","2021","Bradford","50-59","EO","290","260","26820","27570"
"In post","2021","Bradford","50-59","G6/G7","90","80","55340","52580"
"In post","2021","Bradford","50-59","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","50-59","SEO/HEO","200","190","34670","33160"
"In post","2021","Bradford","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","60-64","AA/AO","140","100","20560","20180"
"In post","2021","Bradford","60-64","EO","90","70","27020","27570"
"In post","2021","Bradford","60-64","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","60-64","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Bradford","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","65+","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","65+","EO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","65+","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","65+","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","16-19","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","AA/AO","80","80","23350","23970"
"In post","2021","Breckland and South Norfolk","20-29","EO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","30-39","AA/AO","70","70","24960","25110"
"In post","2021","Breckland and South Norfolk","30-39","EO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","30-39","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","30-39","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","AA/AO","50","50","25480","24440"
"In post","2021","Breckland and South Norfolk","40-49","EO","30","30","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","50-59","AA/AO","60","60","23940","21710"
"In post","2021","Breckland and South Norfolk","50-59","EO","50","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","50-59","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","50-59","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","EO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","Unknown","[c]","[c]","[c]","[c]"
