"Status","Year","Parent_department","Function_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","No function","Unknown","470","470","34850","32000"
"In post","2021","Cabinet Office","No function","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Westminster","3210","3170","42880","34550"
"In post","2021","Cabinet Office","No function","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","York","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Westminster","180","180","70510","64500"
"In post","2021","Cabinet Office","Property","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Tower Hamlets","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Property","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Westminster","40","30","[c]","[c]"
"In post","2021","Cabinet Office","Property","York","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Milton Keynes","90","90","30000","33150"
"In post","2021","Cabinet Office","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Unknown","60","60","33480","33300"
"In post","2021","Cabinet Office","Security","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Westminster","170","170","44880","38580"
"In post","2021","Cabinet Office","Security","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","York","430","410","28880","26670"
"In post","2021","Cabinet Office","Unknown","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Analysis","Camden and City of London","170","150","69370","65470"
"In post","2021","Chancellor's other departments","Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data & Technology","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","Westminster","30","30","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Westminster","80","80","55730","47860"
"In post","2021","Chancellor's other departments","Project Delivery","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Analysis","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Sefton","40","40","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data & Technology","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Grants Management","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","No function","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Sefton","180","170","30790","29160"
"In post","2021","Charity Commission","Unknown","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Westminster","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Analysis","Tower Hamlets","130","120","60780","56360"
"In post","2021","Competition and Markets Authority","Commercial","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Tower Hamlets","40","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data & Technology","Tower Hamlets","60","60","57200","55860"
"In post","2021","Competition and Markets Authority","Finance","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Tower Hamlets","40","40","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Tower Hamlets","150","150","69090","72430"
"In post","2021","Competition and Markets Authority","Project Delivery","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","City of Edinburgh","30","30","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Tower Hamlets","340","330","61360","56630"
"In post","2021","Competition and Markets Authority","Property","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Westminster","290","290","43630","37120"
"In post","2021","Department for Business, Energy and Industrial Strategy","Analysis","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Birmingham","[c]","[c]","[c]","[c]"
