"Status","Year","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Driver and Vehicle Standards Agency","Policy","60","60","37840","33650"
"In post","2021","Driver and Vehicle Standards Agency","Project Delivery","90","80","38290","39470"
"In post","2021","Driver and Vehicle Standards Agency","Property","70","60","32390","31380"
"In post","2021","Education and Skills Funding Agency","Commercial","190","180","41270","36960"
"In post","2021","Education and Skills Funding Agency","Communications","90","90","43280","40300"
"In post","2021","Education and Skills Funding Agency","Digital, Data and Technology","300","290","37910","36500"
"In post","2021","Education and Skills Funding Agency","Finance","320","310","41700","37100"
"In post","2021","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Operational Delivery","700","680","41350","36960"
"In post","2021","Education and Skills Funding Agency","Policy","200","190","49660","49860"
"In post","2021","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Education and Skills Funding Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Education Scotland","Unknown","320","300","55840","61010"
"In post","2021","ESTYN","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Inspector of Education and Training","60","60","74480","74730"
"In post","2021","ESTYN","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Property","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Commercial","80","80","47060","41610"
"In post","2021","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Digital, Data and Technology","120","120","44710","40670"
"In post","2021","FCDO Services","Finance","60","50","37800","29760"
"In post","2021","FCDO Services","Human Resources","40","40","[c]","[c]"
"In post","2021","FCDO Services","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Legal","60","30","51960","57760"
"In post","2021","FCDO Services","Other","30","30","[c]","[c]"
"In post","2021","FCDO Services","Project Delivery","70","70","39490","35390"
"In post","2021","FCDO Services","Property","380","380","39290","37360"
"In post","2021","FCDO Services","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","FCDO Services","Security","220","210","35140","31800"
"In post","2021","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Communications","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Counter Fraud","60","60","39060","37910"
"In post","2021","Food Standards Agency","Digital, Data and Technology","60","60","44630","40350"
"In post","2021","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Finance","50","50","41000","37910"
"In post","2021","Food Standards Agency","Human Resources","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Operational Delivery","620","600","31630","28520"
"In post","2021","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Policy","190","180","42590","38120"
"In post","2021","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Science and Engineering","90","90","41910","37910"
"In post","2021","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Veterinarian","60","60","44580","40960"
"In post","2021","Food Standards Scotland","Unknown","250","240","35100","30650"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","80","70","41640","39860"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","140","130","48880","45840"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data and Technology","200","190","40910","39190"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","180","170","50950","54320"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","190","190","43240","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","220","210","45580","39600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Intelligence Analysis","200","190","45800","39220"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","70","70","41070","37480"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Knowledge and Information Management","130","120","44760","38580"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","70","70","63350","67120"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Medicine","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","620","590","33760","28480"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Research","70","60","58060","58370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Other","260","260","67640","67370"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","4050","4000","50620","51850"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","360","350","43000","38600"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Property","70","70","55020","55430"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Security","170","170","40910","34770"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","40","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","300","290","51940","50430"
"In post","2021","Forestry and Land Scotland","Unknown","990","960","31490","29140"
"In post","2021","Government Actuary's Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Government Actuary's Department","Other","180","170","68710","65470"
"In post","2021","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Internal Audit","340","320","50260","48780"
"In post","2021","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Government Internal Audit Agency","Unknown","30","30","[c]","[c]"
"In post","2021","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Finance","40","40","[c]","[c]"
"In post","2021","Government Legal Department","Human Resources","70","60","39250","31710"
"In post","2021","Government Legal Department","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Legal","1980","1830","60120","60680"
"In post","2021","Government Legal Department","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Other","390","370","31980","27580"
"In post","2021","Government Legal Department","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Other","40","40","[c]","[c]"
"In post","2021","Government Property Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Government Property Agency","Project Delivery","40","40","[c]","[c]"
"In post","2021","Government Property Agency","Property","[c]","[c]","[c]","[c]"
