"Status","Year","Disability","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Undeclared","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Welsh Government (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Crown Prosecution Service","100","90","42870","42770"
"In post","2021","Declared disabled","Unknown","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Defence Equipment and Support","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Education (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Department for Work and Pensions (excl. agencies)","1510","1270","26150","27570"
"In post","2021","Declared disabled","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HM Land Registry","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","HM Prison and Probation Service","210","190","29840","31650"
"In post","2021","Declared disabled","Unknown","HM Revenue and Customs (excl. agencies)","700","600","27690","25560"
"In post","2021","Declared disabled","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Insolvency Service","60","50","28130","25060"
"In post","2021","Declared disabled","Unknown","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Met Office","100","100","36210","33860"
"In post","2021","Declared disabled","Unknown","Ministry of Defence (excl. agencies)","120","110","31520","29200"
"In post","2021","Declared disabled","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Registers of Scotland","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Rural Payments Agency","60","50","24500","21050"
"In post","2021","Declared disabled","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Scottish Government (excl. agencies)","60","60","38390","35110"
"In post","2021","Declared disabled","Unknown","Scottish Prison Service","170","160","33090","33650"
"In post","2021","Declared disabled","Unknown","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","United Kingdom Statistics Authority","70","60","31320","29540"
"In post","2021","Declared disabled","Unknown","Valuation Office Agency","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heterosexual / straight","Accountant in Bankruptcy","50","50","33060","29190"
"In post","2021","Declared non-disabled","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","190","180","34500","30950"
"In post","2021","Declared non-disabled","Heterosexual / straight","Animal and Plant Health Agency","1550","1470","30860","28030"
"In post","2021","Declared non-disabled","Heterosexual / straight","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heterosexual / straight","Cabinet Office (excl. agencies)","3690","3590","48720","41820"
"In post","2021","Declared non-disabled","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","200","190","34430","30220"
"In post","2021","Declared non-disabled","Heterosexual / straight","Charity Commission","180","170","35150","29160"
"In post","2021","Declared non-disabled","Heterosexual / straight","Companies House","610","560","32110","27460"
"In post","2021","Declared non-disabled","Heterosexual / straight","Competition and Markets Authority","610","590","59400","56190"
"In post","2021","Declared non-disabled","Heterosexual / straight","Criminal Injuries Compensation Authority","130","120","28200","22720"
"In post","2021","Declared non-disabled","Heterosexual / straight","Crown Commercial Service","180","170","41240","35460"
"In post","2021","Declared non-disabled","Heterosexual / straight","Crown Office and Procurator Fiscal Service","1580","1460","35100","29040"
"In post","2021","Declared non-disabled","Heterosexual / straight","Crown Prosecution Service","3370","3130","42100","38180"
"In post","2021","Declared non-disabled","Heterosexual / straight","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heterosexual / straight","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Heterosexual / straight","Defence Electronics and Components Agency","110","110","28830","27460"
"In post","2021","Declared non-disabled","Heterosexual / straight","Defence Equipment and Support","6880","6660","36620","33740"
"In post","2021","Declared non-disabled","Heterosexual / straight","Defence Science and Technology Laboratory","2530","2420","40670","37700"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","3030","2950","50200","53380"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department for Digital, Culture, Media and Sport","1110","1090","49900","51730"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department for Education (excl. agencies)","2990","2870","45690","42420"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department for Environment, Food and Rural Affairs (excl. agencies)","3140","3030","42890","38490"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department for International Trade","1100","1090","46840","42230"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department for Transport (excl. agencies)","2000","1950","49890","45140"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department for Work and Pensions (excl. agencies)","45150","41000","28090","27570"
"In post","2021","Declared non-disabled","Heterosexual / straight","Department of Health and Social Care (excl. agencies)","720","690","50130","50890"
"In post","2021","Declared non-disabled","Heterosexual / straight","Disclosure Scotland","110","100","28280","22230"
"In post","2021","Declared non-disabled","Heterosexual / straight","Driver and Vehicle Licensing Agency","3210","2910","27120","21590"
"In post","2021","Declared non-disabled","Heterosexual / straight","Driver and Vehicle Standards Agency","2360","2250","30390","27680"
"In post","2021","Declared non-disabled","Heterosexual / straight","Education and Skills Funding Agency","950","920","42210","37100"
"In post","2021","Declared non-disabled","Heterosexual / straight","Education Scotland","100","90","58060","66290"
