"Status","Year","Profession_of_post","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","International Trade","White","Heterosexual / straight","620","610","48670","50500"
"In post","2021","International Trade","White","LGBO","70","60","50730","51970"
"In post","2021","International Trade","White","Undeclared","50","40","[c]","[c]"
"In post","2021","International Trade","White","Unknown","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Asian","Heterosexual / straight","100","100","35130","33100"
"In post","2021","Knowledge and Information Management","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","Heterosexual / straight","70","60","34320","31000"
"In post","2021","Knowledge and Information Management","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Undeclared","Undeclared","120","120","38510","34980"
"In post","2021","Knowledge and Information Management","Undeclared","Unknown","50","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","150","140","36500","33550"
"In post","2021","Knowledge and Information Management","White","Heterosexual / straight","1400","1340","36920","33300"
"In post","2021","Knowledge and Information Management","White","LGBO","80","80","34250","32540"
"In post","2021","Knowledge and Information Management","White","Undeclared","180","170","37120","35070"
"In post","2021","Knowledge and Information Management","White","Unknown","120","110","37680","35730"
"In post","2021","Legal","Asian","Heterosexual / straight","720","680","46910","48360"
"In post","2021","Legal","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Asian","Undeclared","30","30","[c]","[c]"
"In post","2021","Legal","Asian","Unknown","120","110","50400","51470"
"In post","2021","Legal","Black","Heterosexual / straight","320","310","47870","50500"
"In post","2021","Legal","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Black","Unknown","70","60","51150","54390"
"In post","2021","Legal","Chinese","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Legal","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Mixed","Heterosexual / straight","210","200","50440","51250"
"In post","2021","Legal","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Mixed","Unknown","40","30","[c]","[c]"
"In post","2021","Legal","Other ethnicity","Heterosexual / straight","70","60","54680","53710"
"In post","2021","Legal","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Other ethnicity","Undeclared","30","30","[c]","[c]"
"In post","2021","Legal","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Heterosexual / straight","70","60","49190","49670"
"In post","2021","Legal","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Undeclared","Undeclared","320","300","43520","39800"
"In post","2021","Legal","Undeclared","Unknown","70","70","42790","38630"
"In post","2021","Legal","Unknown","Heterosexual / straight","130","120","48880","49210"
"In post","2021","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Undeclared","80","70","41840","45190"
"In post","2021","Legal","Unknown","Unknown","1510","1440","44690","38750"
"In post","2021","Legal","White","Heterosexual / straight","6190","5760","48230","49780"
"In post","2021","Legal","White","LGBO","370","360","49800","51250"
"In post","2021","Legal","White","Undeclared","510","470","48730","46220"
"In post","2021","Legal","White","Unknown","1110","1010","51410","55530"
"In post","2021","Medicine","Asian","Heterosexual / straight","150","140","67330","73920"
"In post","2021","Medicine","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Asian","Unknown","30","30","[c]","[c]"
"In post","2021","Medicine","Black","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Medicine","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Mixed","Heterosexual / straight","40","30","[c]","[c]"
"In post","2021","Medicine","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Undeclared","Undeclared","60","50","63320","45700"
"In post","2021","Medicine","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Unknown","350","310","45940","37890"
"In post","2021","Medicine","White","Heterosexual / straight","1430","1280","52080","38490"
"In post","2021","Medicine","White","LGBO","40","40","[c]","[c]"
"In post","2021","Medicine","White","Undeclared","140","120","62440","47000"
"In post","2021","Medicine","White","Unknown","100","90","86700","80710"
"In post","2021","Operational Delivery","Asian","Heterosexual / straight","8440","7780","28070","25630"
"In post","2021","Operational Delivery","Asian","LGBO","180","160","26660","24640"
"In post","2021","Operational Delivery","Asian","Undeclared","670","590","27250","25630"
"In post","2021","Operational Delivery","Asian","Unknown","790","690","27220","24920"
"In post","2021","Operational Delivery","Black","Heterosexual / straight","4960","4720","29320","27510"
"In post","2021","Operational Delivery","Black","LGBO","90","90","27400","25630"
"In post","2021","Operational Delivery","Black","Undeclared","320","290","30130","28650"
"In post","2021","Operational Delivery","Black","Unknown","490","450","29130","26830"
"In post","2021","Operational Delivery","Chinese","Heterosexual / straight","270","250","28020","25410"
"In post","2021","Operational Delivery","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Chinese","Undeclared","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Chinese","Unknown","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Mixed","Heterosexual / straight","2170","2040","29650","26810"
"In post","2021","Operational Delivery","Mixed","LGBO","190","180","29750","26570"
"In post","2021","Operational Delivery","Mixed","Undeclared","210","190","29780","26780"
"In post","2021","Operational Delivery","Mixed","Unknown","170","150","31360","30110"
"In post","2021","Operational Delivery","Other ethnicity","Heterosexual / straight","590","560","30240","26810"
"In post","2021","Operational Delivery","Other ethnicity","LGBO","50","40","[c]","[c]"
"In post","2021","Operational Delivery","Other ethnicity","Undeclared","70","70","31650","29090"
"In post","2021","Operational Delivery","Other ethnicity","Unknown","80","70","29820","26880"
"In post","2021","Operational Delivery","Undeclared","Heterosexual / straight","1280","1200","28920","27260"
"In post","2021","Operational Delivery","Undeclared","LGBO","120","110","27810","27090"
"In post","2021","Operational Delivery","Undeclared","Undeclared","4550","4200","30110","27370"
"In post","2021","Operational Delivery","Undeclared","Unknown","900","820","31860","28130"
"In post","2021","Operational Delivery","Unknown","Heterosexual / straight","1670","1520","27800","25910"
"In post","2021","Operational Delivery","Unknown","LGBO","100","90","28040","26810"
"In post","2021","Operational Delivery","Unknown","Undeclared","2230","2020","27230","22850"
"In post","2021","Operational Delivery","Unknown","Unknown","21860","20440","26080","23830"
"In post","2021","Operational Delivery","White","Heterosexual / straight","96630","89010","29170","26160"
"In post","2021","Operational Delivery","White","LGBO","5690","5510","29060","26130"
"In post","2021","Operational Delivery","White","Undeclared","9400","8370","28640","26540"
"In post","2021","Operational Delivery","White","Unknown","11870","10320","28910","26850"
"In post","2021","Operational Research","Asian","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Operational Research","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Undeclared","50","50","44760","45470"
"In post","2021","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","100","100","40110","36970"
"In post","2021","Operational Research","White","Heterosexual / straight","770","730","44980","46080"
"In post","2021","Operational Research","White","LGBO","70","60","40900","37320"
"In post","2021","Operational Research","White","Undeclared","50","40","[c]","[c]"
"In post","2021","Operational Research","White","Unknown","30","30","[c]","[c]"
"In post","2021","Other","Asian","Heterosexual / straight","700","670","32350","28670"
"In post","2021","Other","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Undeclared","50","50","32330","28180"
"In post","2021","Other","Asian","Unknown","70","70","39580","33300"
"In post","2021","Other","Black","Heterosexual / straight","450","430","30540","27750"
"In post","2021","Other","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Unknown","40","40","[c]","[c]"
"In post","2021","Other","Chinese","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Other","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Heterosexual / straight","230","220","33060","28670"
"In post","2021","Other","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Heterosexual / straight","80","70","31740","26950"
"In post","2021","Other","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Heterosexual / straight","100","90","34220","30000"
"In post","2021","Other","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Undeclared","800","770","31060","26780"
"In post","2021","Other","Undeclared","Unknown","90","90","38530","33650"
"In post","2021","Other","Unknown","Heterosexual / straight","70","70","34180","31000"
