"Status","Year","Disability","Profession_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Legal","Other ethnicity","80","70","57840","57170"
"In post","2021","Declared non-disabled","Legal","Undeclared","160","150","49640","50520"
"In post","2021","Declared non-disabled","Legal","Unknown","270","250","54410","55610"
"In post","2021","Declared non-disabled","Legal","White","6410","5950","49380","51250"
"In post","2021","Declared non-disabled","Medicine","Asian","120","110","66020","74070"
"In post","2021","Declared non-disabled","Medicine","Black","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","Unknown","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","White","1270","1140","52990","39240"
"In post","2021","Declared non-disabled","Operational Delivery","Asian","8010","7340","27870","25630"
"In post","2021","Declared non-disabled","Operational Delivery","Black","4480","4260","29200","27380"
"In post","2021","Declared non-disabled","Operational Delivery","Chinese","280","260","28470","25410"
"In post","2021","Declared non-disabled","Operational Delivery","Mixed","1970","1850","29810","26810"
"In post","2021","Declared non-disabled","Operational Delivery","Other ethnicity","550","510","29580","26490"
"In post","2021","Declared non-disabled","Operational Delivery","Undeclared","2630","2430","29570","27370"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","3540","3240","28650","25630"
"In post","2021","Declared non-disabled","Operational Delivery","White","91630","84120","29080","26160"
"In post","2021","Declared non-disabled","Operational Research","Asian","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","White","690","660","45090","46080"
"In post","2021","Declared non-disabled","Other","Asian","650","630","32790","28880"
"In post","2021","Declared non-disabled","Other","Black","400","390","30750","28650"
"In post","2021","Declared non-disabled","Other","Chinese","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Other","Mixed","200","190","34260","29310"
"In post","2021","Declared non-disabled","Other","Other ethnicity","90","80","32310","27690"
"In post","2021","Declared non-disabled","Other","Undeclared","370","350","32970","27770"
"In post","2021","Declared non-disabled","Other","Unknown","220","210","32370","26670"
"In post","2021","Declared non-disabled","Other","White","12110","11600","31350","26670"
"In post","2021","Declared non-disabled","Planning","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","White","140","130","48240","42980"
"In post","2021","Declared non-disabled","Planning Inspectors","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectors","White","240","210","58030","58810"
"In post","2021","Declared non-disabled","Policy","Asian","1490","1450","43230","39540"
"In post","2021","Declared non-disabled","Policy","Black","820","810","39360","35070"
"In post","2021","Declared non-disabled","Policy","Chinese","100","100","45070","40500"
"In post","2021","Declared non-disabled","Policy","Mixed","660","650","45660","41970"
"In post","2021","Declared non-disabled","Policy","Other ethnicity","190","190","45690","40050"
"In post","2021","Declared non-disabled","Policy","Undeclared","460","450","48210","45200"
"In post","2021","Declared non-disabled","Policy","Unknown","380","360","46870","45140"
"In post","2021","Declared non-disabled","Policy","White","15610","15120","49290","48370"
"In post","2021","Declared non-disabled","Project Delivery","Asian","640","630","40550","37640"
"In post","2021","Declared non-disabled","Project Delivery","Black","400","390","39860","37650"
"In post","2021","Declared non-disabled","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Mixed","200","190","42120","38630"
"In post","2021","Declared non-disabled","Project Delivery","Other ethnicity","60","60","41280","38860"
"In post","2021","Declared non-disabled","Project Delivery","Undeclared","280","280","43850","40690"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","250","240","40460","38320"
"In post","2021","Declared non-disabled","Project Delivery","White","9610","9300","43040","39650"
"In post","2021","Declared non-disabled","Property","Asian","200","190","36820","33510"
"In post","2021","Declared non-disabled","Property","Black","100","90","36520","33300"
"In post","2021","Declared non-disabled","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Mixed","70","70","34820","32520"
"In post","2021","Declared non-disabled","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Undeclared","130","120","38150","33300"
"In post","2021","Declared non-disabled","Property","Unknown","200","180","37410","33250"
"In post","2021","Declared non-disabled","Property","White","4100","3930","37240","33300"
"In post","2021","Declared non-disabled","Psychology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Psychology","White","900","860","36120","31180"
"In post","2021","Declared non-disabled","Science and Engineering","Asian","430","410","36240","33330"
"In post","2021","Declared non-disabled","Science and Engineering","Black","210","200","35630","33350"
"In post","2021","Declared non-disabled","Science and Engineering","Chinese","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Mixed","150","150","36680","33540"
"In post","2021","Declared non-disabled","Science and Engineering","Other ethnicity","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","Undeclared","330","310","39960","39040"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","360","340","40560","39650"
"In post","2021","Declared non-disabled","Science and Engineering","White","8020","7700","38810","37320"
"In post","2021","Declared non-disabled","Security","Asian","220","220","29970","26750"
"In post","2021","Declared non-disabled","Security","Black","90","90","31460","25680"
"In post","2021","Declared non-disabled","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Mixed","60","60","35890","35130"
"In post","2021","Declared non-disabled","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Undeclared","140","140","32630","31120"
"In post","2021","Declared non-disabled","Security","Unknown","120","110","31350","28080"
"In post","2021","Declared non-disabled","Security","White","4560","4460","31120","26670"
"In post","2021","Declared non-disabled","Social Research","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","White","650","620","45280","46930"
"In post","2021","Declared non-disabled","Statistics","Asian","110","100","41160","38650"
"In post","2021","Declared non-disabled","Statistics","Black","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","White","1100","1060","45010","41760"
"In post","2021","Declared non-disabled","Tax","Asian","1080","1030","32130","31810"
"In post","2021","Declared non-disabled","Tax","Black","320","310","31860","31810"
"In post","2021","Declared non-disabled","Tax","Chinese","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","Mixed","160","150","35670","31810"
"In post","2021","Declared non-disabled","Tax","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Tax","Undeclared","160","150","38470","32520"
"In post","2021","Declared non-disabled","Tax","Unknown","110","100","36990","32520"
"In post","2021","Declared non-disabled","Tax","White","7840","7360","36250","31810"
"In post","2021","Declared non-disabled","Unknown","Asian","6840","6230","29210","27570"
"In post","2021","Declared non-disabled","Unknown","Black","3470","3310","30150","30330"
"In post","2021","Declared non-disabled","Unknown","Chinese","170","160","31390","27570"
"In post","2021","Declared non-disabled","Unknown","Mixed","1520","1440","31220","27570"
"In post","2021","Declared non-disabled","Unknown","Other ethnicity","440","400","32090","29290"
"In post","2021","Declared non-disabled","Unknown","Undeclared","3340","2940","28820","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","3250","2900","29160","27570"
"In post","2021","Declared non-disabled","Unknown","White","65390","59270","30640","27570"
"In post","2021","Declared non-disabled","Veterinarian","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Black","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","White","290","280","46040","45640"
"In post","2021","Undeclared","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","Undeclared","90","90","42050","41090"
"In post","2021","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","White","210","200","43140","40210"
"In post","2021","Undeclared","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","Mixed","[c]","[c]","[c]","[c]"
