"Status","Year","Sexual_orientation","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Female","The National Archives","130","120","36210","34260"
"In post","2022","Heterosexual / straight","Female","UK Export Finance","180","180","47270","41880"
"In post","2022","Heterosexual / straight","Female","UK Statistics Authority","2330","2040","33220","30710"
"In post","2022","Heterosexual / straight","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Female","Water Services Regulation Authority","100","90","53860","45370"
"In post","2022","Heterosexual / straight","Female","Welsh Government","2930","2710","40760","38160"
"In post","2022","Heterosexual / straight","Male","Attorney General's Departments","2400","2350","46850","48830"
"In post","2022","Heterosexual / straight","Male","Cabinet Office","2440","2420","50020","43890"
"In post","2022","Heterosexual / straight","Male","Chancellor's other departments","160","160","63910","57250"
"In post","2022","Heterosexual / straight","Male","Charity Commission","90","90","34300","29160"
"In post","2022","Heterosexual / straight","Male","Competition and Markets Authority","340","330","63380","59140"
"In post","2022","Heterosexual / straight","Male","Department for Business, Energy and Industrial Strategy","4760","4670","44440","40190"
"In post","2022","Heterosexual / straight","Male","Department for Digital, Culture, Media and Sport","660","660","48140","51730"
"In post","2022","Heterosexual / straight","Male","Department for Education","2470","2450","44830","40510"
"In post","2022","Heterosexual / straight","Male","Department for Environment, Food and Rural Affairs","3450","3390","38460","35900"
"In post","2022","Heterosexual / straight","Male","Department for International Trade","900","890","48050","47000"
"In post","2022","Heterosexual / straight","Male","Department for Levelling Up, Housing and Communities","1410","1380","46500","45720"
"In post","2022","Heterosexual / straight","Male","Department for Transport","5640","5470","36300","30730"
"In post","2022","Heterosexual / straight","Male","Department for Work and Pensions","22320","21520","30120","27570"
"In post","2022","Heterosexual / straight","Male","Department of Health and Social Care","2220","2150","46680","40650"
"In post","2022","Heterosexual / straight","Male","Estyn","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Male","Food Standards Agency","530","520","37630","32830"
"In post","2022","Heterosexual / straight","Male","Foreign, Commonwealth and Development Office","2880","2840","48690","44640"
"In post","2022","Heterosexual / straight","Male","HM Land Registry","1500","1420","33690","31740"
"In post","2022","Heterosexual / straight","Male","HM Revenue and Customs","19310","18680","35960","33370"
"In post","2022","Heterosexual / straight","Male","HM Treasury","1030","1020","50080","52500"
"In post","2022","Heterosexual / straight","Male","Home Office","12730","12290","33160","28670"
"In post","2022","Heterosexual / straight","Male","Ministry of Defence","23480","23070","35230","33200"
"In post","2022","Heterosexual / straight","Male","Ministry of Justice","25560","24650","31780","29430"
"In post","2022","Heterosexual / straight","Male","National Crime Agency","2320","2300","42890","40190"
"In post","2022","Heterosexual / straight","Male","Northern Ireland Office","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Male","Office for Standards in Education, Children's Services and Skills","460","450","53260","51360"
"In post","2022","Heterosexual / straight","Male","Office of Gas and Electricity Markets","360","350","41940","35000"
"In post","2022","Heterosexual / straight","Male","Office of Qualifications and Examinations Regulation","70","70","48830","46660"
"In post","2022","Heterosexual / straight","Male","Office of Rail and Road","120","120","54660","52870"
"In post","2022","Heterosexual / straight","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Male","Scottish Government","5990","5830","40130","35040"
"In post","2022","Heterosexual / straight","Male","The National Archives","120","120","38450","34990"
"In post","2022","Heterosexual / straight","Male","UK Export Finance","230","230","56090","51250"
"In post","2022","Heterosexual / straight","Male","UK Statistics Authority","1620","1480","35150","30810"
"In post","2022","Heterosexual / straight","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Male","Water Services Regulation Authority","70","70","57020","52800"
"In post","2022","Heterosexual / straight","Male","Welsh Government","1870","1820","43340","38160"
"In post","2022","Heterosexual / straight","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Attorney General's Departments","230","220","40880","32810"
"In post","2022","LGBO","Female","Cabinet Office","240","240","42080","38990"
"In post","2022","LGBO","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Department for Business, Energy and Industrial Strategy","410","400","39750","36740"
"In post","2022","LGBO","Female","Department for Digital, Culture, Media and Sport","100","100","45070","46200"
"In post","2022","LGBO","Female","Department for Education","280","270","42300","38500"
"In post","2022","LGBO","Female","Department for Environment, Food and Rural Affairs","340","330","35520","32560"
"In post","2022","LGBO","Female","Department for International Trade","70","70","43640","39420"
"In post","2022","LGBO","Female","Department for Levelling Up, Housing and Communities","160","150","40760","36340"
"In post","2022","LGBO","Female","Department for Transport","300","280","32150","26700"
"In post","2022","LGBO","Female","Department for Work and Pensions","1900","1790","28080","27570"
"In post","2022","LGBO","Female","Department of Health and Social Care","330","320","40310","36330"
"In post","2022","LGBO","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Food Standards Agency","40","40","[c]","[c]"
"In post","2022","LGBO","Female","Foreign, Commonwealth and Development Office","150","150","42870","38500"
"In post","2022","LGBO","Female","HM Land Registry","80","80","28190","26300"
"In post","2022","LGBO","Female","HM Revenue and Customs","1210","1150","33320","33080"
"In post","2022","LGBO","Female","HM Treasury","100","90","44900","37900"
"In post","2022","LGBO","Female","Home Office","500","480","32440","26850"
"In post","2022","LGBO","Female","Ministry of Defence","690","670","31810","29000"
"In post","2022","LGBO","Female","Ministry of Justice","2750","2680","29880","27120"
"In post","2022","LGBO","Female","National Crime Agency","120","120","36960","36200"
"In post","2022","LGBO","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Office for Standards in Education, Children's Services and Skills","50","50","52610","51360"
"In post","2022","LGBO","Female","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","LGBO","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Scottish Government","600","580","34930","31540"
"In post","2022","LGBO","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","UK Statistics Authority","150","140","33210","30710"
"In post","2022","LGBO","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Female","Welsh Government","110","110","40220","38160"
"In post","2022","LGBO","Male","Attorney General's Departments","250","240","47340","50500"
"In post","2022","LGBO","Male","Cabinet Office","330","320","45700","40600"
"In post","2022","LGBO","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Male","Competition and Markets Authority","50","40","[c]","[c]"
"In post","2022","LGBO","Male","Department for Business, Energy and Industrial Strategy","450","440","43550","40050"
"In post","2022","LGBO","Male","Department for Digital, Culture, Media and Sport","120","120","46600","51730"
"In post","2022","LGBO","Male","Department for Education","250","240","43650","36960"
"In post","2022","LGBO","Male","Department for Environment, Food and Rural Affairs","350","350","36880","32560"
"In post","2022","LGBO","Male","Department for International Trade","130","130","46950","41730"
"In post","2022","LGBO","Male","Department for Levelling Up, Housing and Communities","180","180","46390","48200"
"In post","2022","LGBO","Male","Department for Transport","360","360","38340","32760"
"In post","2022","LGBO","Male","Department for Work and Pensions","2130","2070","28820","27570"
"In post","2022","LGBO","Male","Department of Health and Social Care","280","270","45440","40650"
"In post","2022","LGBO","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Male","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","LGBO","Male","Foreign, Commonwealth and Development Office","260","260","50740","52430"
"In post","2022","LGBO","Male","HM Land Registry","90","90","32090","27130"
"In post","2022","LGBO","Male","HM Revenue and Customs","1610","1570","34300","31040"
"In post","2022","LGBO","Male","HM Treasury","110","110","47330","47400"
"In post","2022","LGBO","Male","Home Office","680","660","34820","30820"
"In post","2022","LGBO","Male","Ministry of Defence","770","760","35150","33200"
"In post","2022","LGBO","Male","Ministry of Justice","1500","1460","32740","29060"
"In post","2022","LGBO","Male","National Crime Agency","100","100","38980","36410"
"In post","2022","LGBO","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Male","Office for Standards in Education, Children's Services and Skills","70","70","47620","32390"
"In post","2022","LGBO","Male","Office of Gas and Electricity Markets","60","60","38600","33400"
"In post","2022","LGBO","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
