"Status","Year","Function_of_post","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","SCS","Declared non-disabled","140","140","88530","79600"
"In post","2022","Analysis","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","SCS","Unknown","30","30","[c]","[c]"
"In post","2022","Analysis","SEO/HEO","Declared disabled","410","390","36590","36840"
"In post","2022","Analysis","SEO/HEO","Declared non-disabled","2780","2700","36440","36650"
"In post","2022","Analysis","SEO/HEO","Undeclared","150","140","37010","36840"
"In post","2022","Analysis","SEO/HEO","Unknown","980","960","35530","35460"
"In post","2022","Commercial","AA/AO","Declared disabled","30","30","[c]","[c]"
"In post","2022","Commercial","AA/AO","Declared non-disabled","160","150","21990","21830"
"In post","2022","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","AA/AO","Unknown","90","80","23480","22560"
"In post","2022","Commercial","EO","Declared disabled","70","70","26850","26670"
"In post","2022","Commercial","EO","Declared non-disabled","480","460","26590","26490"
"In post","2022","Commercial","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","Commercial","EO","Unknown","170","160","26670","26350"
"In post","2022","Commercial","G6/G7","Declared disabled","90","80","57610","54700"
"In post","2022","Commercial","G6/G7","Declared non-disabled","820","800","58830","56490"
"In post","2022","Commercial","G6/G7","Undeclared","60","60","59100","55350"
"In post","2022","Commercial","G6/G7","Unknown","1280","1260","63660","62450"
"In post","2022","Commercial","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS","Declared non-disabled","160","150","111550","100150"
"In post","2022","Commercial","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","SCS","Unknown","160","160","110680","111370"
"In post","2022","Commercial","SEO/HEO","Declared disabled","250","240","37150","37420"
"In post","2022","Commercial","SEO/HEO","Declared non-disabled","1760","1710","37360","37300"
"In post","2022","Commercial","SEO/HEO","Undeclared","140","140","38340","39260"
"In post","2022","Commercial","SEO/HEO","Unknown","670","650","37050","37660"
"In post","2022","Commercial","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Declared non-disabled","120","120","40230","37450"
"In post","2022","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","Declared disabled","60","50","21540","21250"
"In post","2022","Communications","AA/AO","Declared non-disabled","270","250","21850","21250"
"In post","2022","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","AA/AO","Unknown","130","120","21880","21250"
"In post","2022","Communications","EO","Declared disabled","200","190","27220","26820"
"In post","2022","Communications","EO","Declared non-disabled","1750","1690","26950","26820"
"In post","2022","Communications","EO","Undeclared","110","100","27090","26820"
"In post","2022","Communications","EO","Unknown","1180","1150","26860","26820"
"In post","2022","Communications","G6/G7","Declared disabled","80","80","57290","55340"
"In post","2022","Communications","G6/G7","Declared non-disabled","730","710","58700","56500"
"In post","2022","Communications","G6/G7","Undeclared","40","40","[c]","[c]"
"In post","2022","Communications","G6/G7","Unknown","350","340","58700","55410"
"In post","2022","Communications","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS","Declared non-disabled","90","90","92320","84240"
"In post","2022","Communications","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","SCS","Unknown","40","40","[c]","[c]"
"In post","2022","Communications","SEO/HEO","Declared disabled","260","250","36250","33370"
"In post","2022","Communications","SEO/HEO","Declared non-disabled","2160","2090","36720","34710"
"In post","2022","Communications","SEO/HEO","Undeclared","130","130","36730","34810"
"In post","2022","Communications","SEO/HEO","Unknown","910","890","36260","33370"
"In post","2022","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","AA/AO","Declared disabled","420","360","22350","21260"
"In post","2022","Counter Fraud","AA/AO","Declared non-disabled","1900","1640","22340","21260"
"In post","2022","Counter Fraud","AA/AO","Undeclared","130","110","22370","21540"
"In post","2022","Counter Fraud","AA/AO","Unknown","320","280","22270","21260"
"In post","2022","Counter Fraud","EO","Declared disabled","890","800","28180","27570"
"In post","2022","Counter Fraud","EO","Declared non-disabled","4790","4380","28160","27570"
"In post","2022","Counter Fraud","EO","Undeclared","360","330","28280","27570"
"In post","2022","Counter Fraud","EO","Unknown","1160","1100","28030","26820"
"In post","2022","Counter Fraud","G6/G7","Declared disabled","120","110","59030","55210"
"In post","2022","Counter Fraud","G6/G7","Declared non-disabled","890","860","59710","56170"
"In post","2022","Counter Fraud","G6/G7","Undeclared","110","100","59420","55210"
"In post","2022","Counter Fraud","G6/G7","Unknown","200","190","59140","55310"
"In post","2022","Counter Fraud","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","SEO/HEO","Declared disabled","550","510","36110","34290"
"In post","2022","Counter Fraud","SEO/HEO","Declared non-disabled","3760","3580","36340","34290"
"In post","2022","Counter Fraud","SEO/HEO","Undeclared","350","340","36380","34390"
"In post","2022","Counter Fraud","SEO/HEO","Unknown","1050","1010","36410","34350"
"In post","2022","Debt","AA/AO","Declared disabled","630","540","21640","21260"
"In post","2022","Debt","AA/AO","Declared non-disabled","3140","2730","21630","21260"
"In post","2022","Debt","AA/AO","Undeclared","250","220","21790","21260"
"In post","2022","Debt","AA/AO","Unknown","1170","1070","21670","21250"
"In post","2022","Debt","EO","Declared disabled","140","130","27960","27570"
"In post","2022","Debt","EO","Declared non-disabled","810","730","27730","27570"
"In post","2022","Debt","EO","Undeclared","60","60","28110","27570"
"In post","2022","Debt","EO","Unknown","210","190","27940","26820"
"In post","2022","Debt","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Debt","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Declared disabled","40","30","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Declared non-disabled","280","260","34960","33370"
"In post","2022","Debt","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","SEO/HEO","Unknown","40","40","[c]","[c]"
"In post","2022","Digital, Data & Technology","AA/AO","Declared disabled","110","100","21720","21380"
"In post","2022","Digital, Data & Technology","AA/AO","Declared non-disabled","600","580","21820","21380"
"In post","2022","Digital, Data & Technology","AA/AO","Undeclared","60","60","21900","21380"
"In post","2022","Digital, Data & Technology","AA/AO","Unknown","180","170","22200","21290"
"In post","2022","Digital, Data & Technology","EO","Declared disabled","460","430","27530","27230"
"In post","2022","Digital, Data & Technology","EO","Declared non-disabled","2390","2270","27540","27270"
"In post","2022","Digital, Data & Technology","EO","Undeclared","220","210","27920","26930"
"In post","2022","Digital, Data & Technology","EO","Unknown","740","720","27850","27130"
"In post","2022","Digital, Data & Technology","G6/G7","Declared disabled","440","430","57310","55210"
"In post","2022","Digital, Data & Technology","G6/G7","Declared non-disabled","4160","4080","57670","55210"
"In post","2022","Digital, Data & Technology","G6/G7","Undeclared","270","260","58770","56690"
"In post","2022","Digital, Data & Technology","G6/G7","Unknown","1130","1110","57970","55210"
"In post","2022","Digital, Data & Technology","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Declared non-disabled","240","230","91090","85000"
"In post","2022","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","SCS","Unknown","60","60","97030","90100"
"In post","2022","Digital, Data & Technology","SEO/HEO","Declared disabled","970","930","36870","36050"
"In post","2022","Digital, Data & Technology","SEO/HEO","Declared non-disabled","7230","7020","37380","36900"
"In post","2022","Digital, Data & Technology","SEO/HEO","Undeclared","630","620","37970","37300"
"In post","2022","Digital, Data & Technology","SEO/HEO","Unknown","2080","2050","37660","36840"
"In post","2022","Digital, Data & Technology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Declared non-disabled","50","50","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","AA/AO","Declared disabled","180","150","21770","21260"
"In post","2022","Finance","AA/AO","Declared non-disabled","1040","880","21740","21260"
"In post","2022","Finance","AA/AO","Undeclared","80","60","21790","21830"
"In post","2022","Finance","AA/AO","Unknown","420","370","21840","21250"
"In post","2022","Finance","EO","Declared disabled","220","200","27100","26900"
"In post","2022","Finance","EO","Declared non-disabled","1400","1320","26900","26820"
"In post","2022","Finance","EO","Undeclared","120","110","27310","26900"
"In post","2022","Finance","EO","Unknown","360","350","26500","26590"
"In post","2022","Finance","G6/G7","Declared disabled","220","210","57800","56520"
"In post","2022","Finance","G6/G7","Declared non-disabled","2010","1950","58430","57130"
"In post","2022","Finance","G6/G7","Undeclared","130","130","59250","57860"
"In post","2022","Finance","G6/G7","Unknown","420","410","57960","55210"
"In post","2022","Finance","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Declared non-disabled","220","210","86810","79890"
"In post","2022","Finance","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","SCS","Unknown","50","50","87460","80640"
"In post","2022","Finance","SEO/HEO","Declared disabled","500","470","36480","35470"
"In post","2022","Finance","SEO/HEO","Declared non-disabled","3740","3600","37320","36560"
"In post","2022","Finance","SEO/HEO","Undeclared","290","280","37780","36870"
"In post","2022","Finance","SEO/HEO","Unknown","900","880","37070","36820"
"In post","2022","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","AA/AO","Declared disabled","100","90","21280","21300"
"In post","2022","Grants Management","AA/AO","Declared non-disabled","1170","1070","21280","21300"
"In post","2022","Grants Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","EO","Declared disabled","40","40","[c]","[c]"
"In post","2022","Grants Management","EO","Declared non-disabled","540","500","25420","25190"
"In post","2022","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","G6/G7","Declared non-disabled","60","60","51790","49370"
"In post","2022","Grants Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Declared disabled","40","30","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","Declared non-disabled","310","290","32520","31040"
"In post","2022","Grants Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","AA/AO","Declared disabled","200","180","21640","21270"
"In post","2022","Human Resources","AA/AO","Declared non-disabled","1030","940","21700","21260"
"In post","2022","Human Resources","AA/AO","Undeclared","100","90","21590","21350"
"In post","2022","Human Resources","AA/AO","Unknown","300","270","21870","21260"
"In post","2022","Human Resources","EO","Declared disabled","360","330","27630","27570"
"In post","2022","Human Resources","EO","Declared non-disabled","1680","1570","27170","27230"
"In post","2022","Human Resources","EO","Undeclared","130","120","27520","27570"
"In post","2022","Human Resources","EO","Unknown","420","400","27370","26820"
"In post","2022","Human Resources","G6/G7","Declared disabled","310","300","57410","55210"
"In post","2022","Human Resources","G6/G7","Declared non-disabled","1690","1630","57690","55720"
"In post","2022","Human Resources","G6/G7","Undeclared","100","90","57880","55210"
"In post","2022","Human Resources","G6/G7","Unknown","250","250","58000","55740"
"In post","2022","Human Resources","SCS","Declared disabled","40","40","[c]","[c]"
"In post","2022","Human Resources","SCS","Declared non-disabled","180","180","87230","79580"
