"Status","Year","Ethnicity","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Female","40","40","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","Female","70","60","20950","19930"
"In post","2021","Black","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Public Health England","Female","360","330","38210","32930"
"In post","2021","Black","Public Health England","Male","130","120","46930","36650"
"In post","2021","Black","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Security Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Security Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Hydrographic Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Space Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Space Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Female","40","30","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Male","30","30","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Valuation Office Agency","Female","40","40","[c]","[c]"
"In post","2021","Black","Valuation Office Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","Female","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Office and Procurator Fiscal Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt Management Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt Management Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Electronics and Components Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Electronics and Components Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Equipment and Support","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Equipment and Support","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Science and Technology Laboratory","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Education (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions (excl. agencies)","Female","90","80","26270","27570"
"In post","2021","Chinese","Department for Work and Pensions (excl. agencies)","Male","50","50","28920","27570"
"In post","2021","Chinese","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Licensing Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Education Scotland","Female","[c]","[c]","[c]","[c]"
