"Status","Year","Responsibility_level","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","SCS","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Heterosexual / straight","220","220","90840","83860"
"In post","2021","SCS","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Heterosexual / straight","160","150","89900","84030"
"In post","2021","SCS","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","International Trade","Heterosexual / straight","70","70","86960","75570"
"In post","2021","SCS","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Heterosexual / straight","240","230","89020","83230"
"In post","2021","SCS","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Legal","Undeclared","30","30","[c]","[c]"
"In post","2021","SCS","Legal","Unknown","90","90","87480","82100"
"In post","2021","SCS","Medicine","Heterosexual / straight","250","210","103980","98580"
"In post","2021","SCS","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Medicine","Undeclared","60","50","104200","104560"
"In post","2021","SCS","Medicine","Unknown","110","100","116000","112850"
"In post","2021","SCS","Operational Delivery","Heterosexual / straight","490","480","92090","84340"
"In post","2021","SCS","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","SCS","Operational Delivery","Unknown","100","90","99710","93000"
"In post","2021","SCS","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Heterosexual / straight","180","170","93080","83510"
"In post","2021","SCS","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Other","Unknown","70","60","97640","89490"
"In post","2021","SCS","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Policy","Heterosexual / straight","1350","1300","85060","77580"
"In post","2021","SCS","Policy","LGBO","110","110","86090","76290"
"In post","2021","SCS","Policy","Undeclared","140","130","82000","77050"
"In post","2021","SCS","Policy","Unknown","250","240","90540","80000"
"In post","2021","SCS","Project Delivery","Heterosexual / straight","330","320","92450","86450"
"In post","2021","SCS","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Project Delivery","Undeclared","40","40","[c]","[c]"
"In post","2021","SCS","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2021","SCS","Property","Heterosexual / straight","60","50","87320","80000"
"In post","2021","SCS","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Science and Engineering","Heterosexual / straight","90","80","95570","93820"
"In post","2021","SCS","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Statistics","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","SCS","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Tax","Heterosexual / straight","70","60","81520","78000"
"In post","2021","SCS","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Heterosexual / straight","860","840","93500","83230"
"In post","2021","SCS","Unknown","LGBO","60","60","85330","78000"
"In post","2021","SCS","Unknown","Undeclared","70","60","91240","83230"
"In post","2021","SCS","Unknown","Unknown","680","660","89290","77920"
"In post","2021","SCS","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Commercial","Heterosexual / straight","2170","2100","37790","37100"
"In post","2021","SEO/HEO","Commercial","LGBO","90","90","35600","34710"
"In post","2021","SEO/HEO","Commercial","Undeclared","290","280","38510","38560"
"In post","2021","SEO/HEO","Commercial","Unknown","490","480","36960","37400"
"In post","2021","SEO/HEO","Communications","Heterosexual / straight","1340","1300","37870","37410"
"In post","2021","SEO/HEO","Communications","LGBO","110","110","38550","38610"
"In post","2021","SEO/HEO","Communications","Undeclared","160","150","38330","37600"
"In post","2021","SEO/HEO","Communications","Unknown","410","400","37910","37900"
"In post","2021","SEO/HEO","Corporate Finance","Heterosexual / straight","50","50","[c]","[c]"
"In post","2021","SEO/HEO","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Counter Fraud","Heterosexual / straight","330","320","37400","37910"
"In post","2021","SEO/HEO","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Counter Fraud","Undeclared","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Counter Fraud","Unknown","140","140","38150","39170"
"In post","2021","SEO/HEO","Digital, Data and Technology","Heterosexual / straight","4270","4140","37960","37740"
"In post","2021","SEO/HEO","Digital, Data and Technology","LGBO","240","240","36520","36780"
"In post","2021","SEO/HEO","Digital, Data and Technology","Undeclared","710","690","38310","38450"
"In post","2021","SEO/HEO","Digital, Data and Technology","Unknown","1660","1630","37170","36800"
"In post","2021","SEO/HEO","Economics","Heterosexual / straight","580","570","34920","33930"
"In post","2021","SEO/HEO","Economics","LGBO","60","50","34780","33960"
"In post","2021","SEO/HEO","Economics","Undeclared","70","70","35810","34470"
"In post","2021","SEO/HEO","Economics","Unknown","210","210","34760","33880"
"In post","2021","SEO/HEO","Finance","Heterosexual / straight","2760","2660","37900","37410"
"In post","2021","SEO/HEO","Finance","LGBO","90","90","37020","36960"
"In post","2021","SEO/HEO","Finance","Undeclared","380","360","38660","38150"
"In post","2021","SEO/HEO","Finance","Unknown","580","570","36860","36540"
"In post","2021","SEO/HEO","Human Resources","Heterosexual / straight","2570","2450","36930","36460"
"In post","2021","SEO/HEO","Human Resources","LGBO","150","150","36590","36010"
"In post","2021","SEO/HEO","Human Resources","Undeclared","260","250","37760","37450"
"In post","2021","SEO/HEO","Human Resources","Unknown","390","370","35760","34830"
"In post","2021","SEO/HEO","Inspector of Education and Training","Heterosexual / straight","290","280","51060","51360"
"In post","2021","SEO/HEO","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Intelligence Analysis","Heterosexual / straight","930","900","36980","36140"
"In post","2021","SEO/HEO","Intelligence Analysis","LGBO","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Intelligence Analysis","Undeclared","180","170","37200","36460"
"In post","2021","SEO/HEO","Intelligence Analysis","Unknown","120","120","37050","36360"
"In post","2021","SEO/HEO","Internal Audit","Heterosexual / straight","370","350","40600","40530"
"In post","2021","SEO/HEO","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Internal Audit","Undeclared","50","50","41170","40580"
"In post","2021","SEO/HEO","Internal Audit","Unknown","30","30","[c]","[c]"
"In post","2021","SEO/HEO","International Trade","Heterosexual / straight","350","350","35450","35060"
"In post","2021","SEO/HEO","International Trade","LGBO","30","30","[c]","[c]"
"In post","2021","SEO/HEO","International Trade","Undeclared","50","50","[c]","[c]"
"In post","2021","SEO/HEO","International Trade","Unknown","230","230","35370","34770"
"In post","2021","SEO/HEO","Knowledge and Information Management","Heterosexual / straight","720","690","36850","36520"
"In post","2021","SEO/HEO","Knowledge and Information Management","LGBO","40","40","[c]","[c]"
"In post","2021","SEO/HEO","Knowledge and Information Management","Undeclared","150","150","37030","37430"
"In post","2021","SEO/HEO","Knowledge and Information Management","Unknown","150","140","36950","36590"
"In post","2021","SEO/HEO","Legal","Heterosexual / straight","2270","2120","38620","38000"
"In post","2021","SEO/HEO","Legal","LGBO","110","110","38480","38000"
"In post","2021","SEO/HEO","Legal","Undeclared","440","400","39650","39800"
"In post","2021","SEO/HEO","Legal","Unknown","760","720","36860","36160"
"In post","2021","SEO/HEO","Medicine","Heterosexual / straight","530","480","38690","37890"
"In post","2021","SEO/HEO","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Medicine","Undeclared","60","50","40040","38490"
"In post","2021","SEO/HEO","Medicine","Unknown","140","120","37810","37890"
"In post","2021","SEO/HEO","Operational Delivery","Heterosexual / straight","21800","20770","36870","35630"
"In post","2021","SEO/HEO","Operational Delivery","LGBO","1150","1120","36390","35070"
"In post","2021","SEO/HEO","Operational Delivery","Undeclared","3170","2990","37320","36030"
"In post","2021","SEO/HEO","Operational Delivery","Unknown","4560","4320","36460","35060"
"In post","2021","SEO/HEO","Operational Research","Heterosexual / straight","400","380","36550","37320"
"In post","2021","SEO/HEO","Operational Research","LGBO","50","50","36820","37320"
"In post","2021","SEO/HEO","Operational Research","Undeclared","50","50","37930","37320"
"In post","2021","SEO/HEO","Operational Research","Unknown","70","70","37070","36590"
"In post","2021","SEO/HEO","Other","Heterosexual / straight","3870","3740","35630","35070"
"In post","2021","SEO/HEO","Other","LGBO","170","170","34740","34740"
"In post","2021","SEO/HEO","Other","Undeclared","560","540","36320","35980"
"In post","2021","SEO/HEO","Other","Unknown","790","750","38630","38500"
"In post","2021","SEO/HEO","Planning","Heterosexual / straight","80","70","39110","39600"
"In post","2021","SEO/HEO","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Policy","Heterosexual / straight","8270","8070","37310","36800"
"In post","2021","SEO/HEO","Policy","LGBO","840","830","36520","35480"
"In post","2021","SEO/HEO","Policy","Undeclared","1180","1140","37510","36960"
"In post","2021","SEO/HEO","Policy","Unknown","2070","2020","36830","36320"
"In post","2021","SEO/HEO","Project Delivery","Heterosexual / straight","6260","6060","36830","37230"
"In post","2021","SEO/HEO","Project Delivery","LGBO","290","280","36070","35630"
"In post","2021","SEO/HEO","Project Delivery","Undeclared","810","780","37700","38090"
"In post","2021","SEO/HEO","Project Delivery","Unknown","1130","1100","36730","37580"
"In post","2021","SEO/HEO","Property","Heterosexual / straight","2260","2180","37050","35910"
"In post","2021","SEO/HEO","Property","LGBO","70","70","36560","36150"
"In post","2021","SEO/HEO","Property","Undeclared","370","350","37740","36460"
"In post","2021","SEO/HEO","Property","Unknown","460","440","37500","36780"
"In post","2021","SEO/HEO","Psychology","Heterosexual / straight","610","580","37180","31760"
"In post","2021","SEO/HEO","Psychology","LGBO","30","30","[c]","[c]"
"In post","2021","SEO/HEO","Psychology","Undeclared","60","60","37000","31180"
"In post","2021","SEO/HEO","Psychology","Unknown","100","100","39610","40060"
"In post","2021","SEO/HEO","Science and Engineering","Heterosexual / straight","4150","3980","36950","37320"
"In post","2021","SEO/HEO","Science and Engineering","LGBO","190","180","34570","34490"
