"Status","Year","Profession_of_post","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Knowledge and Information Management","Project Delivery","Declared non-disabled","130","120","37130","36500"
"In post","2021","Knowledge and Information Management","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Declared non-disabled","170","160","37880","37410"
"In post","2021","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Counter Fraud","Declared disabled","230","210","31330","29570"
"In post","2021","Legal","Counter Fraud","Declared non-disabled","1980","1900","31460","29570"
"In post","2021","Legal","Counter Fraud","Undeclared","230","220","33410","31810"
"In post","2021","Legal","Counter Fraud","Unknown","890","860","30690","29570"
"In post","2021","Legal","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Legal","Declared disabled","730","670","53950","54580"
"In post","2021","Legal","Legal","Declared non-disabled","6030","5570","55280","54580"
"In post","2021","Legal","Legal","Undeclared","290","270","54840","52580"
"In post","2021","Legal","Legal","Unknown","1590","1490","51040","51470"
"In post","2021","Legal","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Declared non-disabled","130","120","56540","60830"
"In post","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","No function","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","No function","Declared non-disabled","250","210","95760","96510"
"In post","2021","Medicine","No function","Undeclared","50","40","[c]","[c]"
"In post","2021","Medicine","No function","Unknown","140","130","112300","115850"
"In post","2021","Medicine","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Project Delivery","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Medicine","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Unknown","Declared disabled","100","90","49520","38890"
"In post","2021","Medicine","Unknown","Declared non-disabled","1270","1150","45870","37890"
"In post","2021","Medicine","Unknown","Undeclared","70","70","49110","37890"
"In post","2021","Medicine","Unknown","Unknown","550","490","46740","37890"
"In post","2021","Operational Delivery","Analysis","Declared disabled","50","50","30860","30180"
"In post","2021","Operational Delivery","Analysis","Declared non-disabled","360","340","32780","30130"
"In post","2021","Operational Delivery","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Analysis","Unknown","160","150","31630","29540"
"In post","2021","Operational Delivery","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Commercial","Declared non-disabled","330","320","44840","39880"
"In post","2021","Operational Delivery","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Commercial","Unknown","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Communications","Declared disabled","130","110","27140","25560"
"In post","2021","Operational Delivery","Communications","Declared non-disabled","980","930","30820","28130"
"In post","2021","Operational Delivery","Communications","Undeclared","60","60","28110","25560"
"In post","2021","Operational Delivery","Communications","Unknown","360","340","28680","25560"
"In post","2021","Operational Delivery","Counter Fraud","Declared disabled","290","270","29950","28130"
"In post","2021","Operational Delivery","Counter Fraud","Declared non-disabled","1790","1650","30920","29570"
"In post","2021","Operational Delivery","Counter Fraud","Undeclared","170","160","30590","28130"
"In post","2021","Operational Delivery","Counter Fraud","Unknown","640","590","27960","25560"
"In post","2021","Operational Delivery","Debt","Declared disabled","340","290","23180","21440"
"In post","2021","Operational Delivery","Debt","Declared non-disabled","1980","1740","24550","21440"
"In post","2021","Operational Delivery","Debt","Undeclared","190","170","24430","21440"
"In post","2021","Operational Delivery","Debt","Unknown","1070","960","22980","20140"
"In post","2021","Operational Delivery","Digital, Data & Technology","Declared disabled","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Digital, Data & Technology","Declared non-disabled","300","290","35130","31810"
"In post","2021","Operational Delivery","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Digital, Data & Technology","Unknown","110","100","33460","31810"
"In post","2021","Operational Delivery","Finance","Declared disabled","80","70","30070","27400"
"In post","2021","Operational Delivery","Finance","Declared non-disabled","540","500","29150","25560"
"In post","2021","Operational Delivery","Finance","Undeclared","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Finance","Unknown","210","190","26170","21440"
"In post","2021","Operational Delivery","Grants Management","Declared disabled","150","140","25560","21050"
"In post","2021","Operational Delivery","Grants Management","Declared non-disabled","1680","1540","25350","21050"
"In post","2021","Operational Delivery","Grants Management","Undeclared","40","40","[c]","[c]"
"In post","2021","Operational Delivery","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Human Resources","Declared disabled","100","100","28660","25560"
"In post","2021","Operational Delivery","Human Resources","Declared non-disabled","610","560","30170","25650"
"In post","2021","Operational Delivery","Human Resources","Undeclared","50","40","[c]","[c]"
"In post","2021","Operational Delivery","Human Resources","Unknown","180","160","28240","25560"
"In post","2021","Operational Delivery","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Legal","Declared disabled","420","380","28170","25720"
"In post","2021","Operational Delivery","Legal","Declared non-disabled","2440","2240","28430","26970"
"In post","2021","Operational Delivery","Legal","Undeclared","40","30","[c]","[c]"
"In post","2021","Operational Delivery","Legal","Unknown","2280","2090","25910","22820"
"In post","2021","Operational Delivery","No function","Declared disabled","13030","11840","27950","25560"
"In post","2021","Operational Delivery","No function","Declared non-disabled","77550","71380","29020","26470"
"In post","2021","Operational Delivery","No function","Undeclared","10530","9600","29580","29090"
"In post","2021","Operational Delivery","No function","Unknown","25680","23890","27730","24920"
"In post","2021","Operational Delivery","Project Delivery","Declared disabled","190","180","34680","30990"
"In post","2021","Operational Delivery","Project Delivery","Declared non-disabled","1230","1160","36330","32470"
"In post","2021","Operational Delivery","Project Delivery","Undeclared","100","90","34950","29150"
"In post","2021","Operational Delivery","Project Delivery","Unknown","390","360","34260","30630"
"In post","2021","Operational Delivery","Property","Declared disabled","110","100","28480","21100"
"In post","2021","Operational Delivery","Property","Declared non-disabled","890","820","30540","25500"
"In post","2021","Operational Delivery","Property","Undeclared","90","80","30280","25860"
"In post","2021","Operational Delivery","Property","Unknown","360","340","24430","21100"
"In post","2021","Operational Delivery","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Unknown","Declared disabled","2370","2150","28020","25630"
"In post","2021","Operational Delivery","Unknown","Declared non-disabled","22400","20530","28630","25630"
"In post","2021","Operational Delivery","Unknown","Undeclared","1400","1290","29820","27370"
"In post","2021","Operational Delivery","Unknown","Unknown","1460","1410","27030","24880"
"In post","2021","Operational Research","Analysis","Declared disabled","80","80","42430","37590"
"In post","2021","Operational Research","Analysis","Declared non-disabled","430","420","44580","42280"
"In post","2021","Operational Research","Analysis","Undeclared","60","50","46850","46080"
"In post","2021","Operational Research","Analysis","Unknown","90","90","41580","37320"
"In post","2021","Operational Research","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","No function","Declared disabled","40","40","[c]","[c]"
"In post","2021","Operational Research","No function","Declared non-disabled","210","200","44590","46080"
"In post","2021","Operational Research","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","No function","Unknown","40","40","[c]","[c]"
"In post","2021","Operational Research","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Declared non-disabled","120","120","46630","42640"
"In post","2021","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other","Analysis","Declared non-disabled","160","150","68060","60510"
"In post","2021","Other","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Other","Analysis","Unknown","40","40","[c]","[c]"
"In post","2021","Other","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Other","Commercial","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Other","Commercial","Undeclared","[c]","[c]","[c]","[c]"
