"Status","Year","Parent_department","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","20-29","50","50","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","30-39","110","100","48130","49940"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","40-49","90","90","47610","44270"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","50-59","80","80","46360","42710"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","20-29","70","70","35030","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","30-39","100","100","39350","34450"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","40-49","120","110","45090","42380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","50-59","100","100","43100","40780"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","20-29","690","680","28100","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","30-39","940","890","31340","26860"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","40-49","960","890","32170","27650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","50-59","1140","1080","32730","28110"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","60-64","270","230","29520","26180"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","65+","110","80","29860","25630"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","20-29","1340","1330","40940","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","30-39","1150","1120","51980","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","40-49","790","750","57190","54920"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","50-59","620","610","52930","53600"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","60-64","120","110","49120","43580"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","65+","40","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","20-29","70","70","34560","33570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","30-39","120","120","40900","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","40-49","100","100","46180","45150"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","50-59","100","100","50110","48050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","20-29","250","250","32750","32710"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","30-39","390","380","39930","39770"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","40-49","350","320","47450","44900"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","50-59","280","270","47590","44040"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","60-64","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Social Research","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Statistics","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Corporate Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
