"Status","Year","Parent_department","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for Transport","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Undeclared","Undeclared","630","600","34630","30780"
"In post","2021","Department for Transport","Undeclared","Unknown","110","100","29420","26780"
"In post","2021","Department for Transport","Unknown","Heterosexual / straight","190","170","32120","26780"
"In post","2021","Department for Transport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Undeclared","40","30","[c]","[c]"
"In post","2021","Department for Transport","Unknown","Unknown","2080","1990","31960","26700"
"In post","2021","Department for Transport","White","Heterosexual / straight","8590","8000","33680","27250"
"In post","2021","Department for Transport","White","LGBO","490","480","35350","30720"
"In post","2021","Department for Transport","White","Undeclared","2170","1830","27940","26130"
"In post","2021","Department for Transport","White","Unknown","290","260","28580","26590"
"In post","2021","Department for Work and Pensions","Asian","Heterosexual / straight","5480","5050","28260","27570"
"In post","2021","Department for Work and Pensions","Asian","LGBO","120","110","28060","27570"
"In post","2021","Department for Work and Pensions","Asian","Undeclared","410","360","26840","27570"
"In post","2021","Department for Work and Pensions","Asian","Unknown","1380","1150","26830","27570"
"In post","2021","Department for Work and Pensions","Black","Heterosexual / straight","2970","2840","29350","30070"
"In post","2021","Department for Work and Pensions","Black","LGBO","90","90","28980","29290"
"In post","2021","Department for Work and Pensions","Black","Undeclared","210","190","28640","28000"
"In post","2021","Department for Work and Pensions","Black","Unknown","620","550","28800","30330"
"In post","2021","Department for Work and Pensions","Chinese","Heterosexual / straight","110","100","28200","27570"
"In post","2021","Department for Work and Pensions","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Mixed","Heterosexual / straight","1200","1120","28380","27570"
"In post","2021","Department for Work and Pensions","Mixed","LGBO","150","150","29580","27570"
"In post","2021","Department for Work and Pensions","Mixed","Undeclared","110","100","28700","27570"
"In post","2021","Department for Work and Pensions","Mixed","Unknown","180","160","27110","27570"
"In post","2021","Department for Work and Pensions","Other ethnicity","Heterosexual / straight","310","300","30630","28010"
"In post","2021","Department for Work and Pensions","Other ethnicity","LGBO","40","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","Other ethnicity","Undeclared","50","50","[c]","[c]"
"In post","2021","Department for Work and Pensions","Other ethnicity","Unknown","80","70","28070","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Heterosexual / straight","630","570","28180","27570"
"In post","2021","Department for Work and Pensions","Undeclared","LGBO","70","60","27160","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Undeclared","1840","1690","29410","27570"
"In post","2021","Department for Work and Pensions","Undeclared","Unknown","2000","1690","27330","27570"
"In post","2021","Department for Work and Pensions","Unknown","Heterosexual / straight","390","360","29890","27570"
"In post","2021","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","Undeclared","120","110","36760","31060"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","5750","5290","28370","27570"
"In post","2021","Department for Work and Pensions","White","Heterosexual / straight","49470","44420","28290","27570"
"In post","2021","Department for Work and Pensions","White","LGBO","3230","3090","28030","27570"
"In post","2021","Department for Work and Pensions","White","Undeclared","4860","4280","27340","27570"
"In post","2021","Department for Work and Pensions","White","Unknown","11580","9780","26720","27570"
"In post","2021","Department of Health and Social Care","Asian","Heterosexual / straight","880","830","40730","33090"
"In post","2021","Department of Health and Social Care","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Asian","Undeclared","80","70","41600","38890"
"In post","2021","Department of Health and Social Care","Asian","Unknown","170","170","50590","41020"
"In post","2021","Department of Health and Social Care","Black","Heterosexual / straight","550","520","38380","32960"
"In post","2021","Department of Health and Social Care","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Black","Undeclared","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Black","Unknown","90","80","44620","36350"
"In post","2021","Department of Health and Social Care","Chinese","Heterosexual / straight","60","60","46760","41940"
"In post","2021","Department of Health and Social Care","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mixed","Heterosexual / straight","240","230","40790","37500"
"In post","2021","Department of Health and Social Care","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Mixed","Unknown","40","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","Other ethnicity","Heterosexual / straight","60","60","47310","40070"
"In post","2021","Department of Health and Social Care","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Other ethnicity","Undeclared","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Heterosexual / straight","70","60","43360","41010"
"In post","2021","Department of Health and Social Care","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Undeclared","Undeclared","170","150","44300","38890"
"In post","2021","Department of Health and Social Care","Undeclared","Unknown","330","310","47520","42430"
"In post","2021","Department of Health and Social Care","Unknown","Heterosexual / straight","80","70","41970","33960"
"In post","2021","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Unknown","Unknown","1880","1850","46010","40650"
"In post","2021","Department of Health and Social Care","White","Heterosexual / straight","4880","4520","45090","40070"
"In post","2021","Department of Health and Social Care","White","LGBO","410","390","43240","38070"
"In post","2021","Department of Health and Social Care","White","Undeclared","610","560","47350","40650"
"In post","2021","Department of Health and Social Care","White","Unknown","920","860","51800","46020"
"In post","2021","ESTYN","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","White","Heterosexual / straight","100","90","57900","74730"
"In post","2021","ESTYN","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Asian","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Black","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","White","Heterosexual / straight","720","700","38160","35730"
"In post","2021","Food Standards Agency","White","LGBO","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","White","Undeclared","70","60","40710","39130"
"In post","2021","Food Standards Agency","White","Unknown","250","240","32570","27680"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Heterosexual / straight","420","400","42260","36900"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Asian","Unknown","30","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Heterosexual / straight","230","230","38420","34770"
"In post","2021","Foreign, Commonwealth and Development Office","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Chinese","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Mixed","Heterosexual / straight","220","210","45990","39560"
"In post","2021","Foreign, Commonwealth and Development Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
