"Status","Year","Ethnicity","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","16-19","Unknown","360","350","20620","20140"
"New entrant CS","2021","Unknown","20-29","Heterosexual / straight","90","90","26920","26550"
"New entrant CS","2021","Unknown","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","20-29","Undeclared","70","70","25600","20850"
"New entrant CS","2021","Unknown","20-29","Unknown","7610","7510","26180","25000"
"New entrant CS","2021","Unknown","30-39","Heterosexual / straight","60","50","32990","29290"
"New entrant CS","2021","Unknown","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","30-39","Unknown","3750","3620","31280","27570"
"New entrant CS","2021","Unknown","40-49","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","40-49","Unknown","2420","2320","34640","27570"
"New entrant CS","2021","Unknown","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","50-59","Unknown","1910","1850","33880","27020"
"New entrant CS","2021","Unknown","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","60-64","Unknown","310","290","31540","27130"
"New entrant CS","2021","Unknown","65+","Unknown","80","70","32790","22850"
"New entrant CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","16-19","Heterosexual / straight","380","370","21650","21010"
"New entrant CS","2021","White","16-19","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","White","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","20-29","Heterosexual / straight","9330","9240","26420","25560"
"New entrant CS","2021","White","20-29","LGBO","1630","1620","26550","26370"
"New entrant CS","2021","White","20-29","Undeclared","620","610","27460","27500"
"New entrant CS","2021","White","20-29","Unknown","280","280","26070","24660"
"New entrant CS","2021","White","30-39","Heterosexual / straight","5910","5720","30700","27570"
"New entrant CS","2021","White","30-39","LGBO","720","710","30230","27570"
"New entrant CS","2021","White","30-39","Undeclared","330","320","32700","27850"
"New entrant CS","2021","White","30-39","Unknown","160","150","31700","28120"
"New entrant CS","2021","White","40-49","Heterosexual / straight","4580","4420","32290","27570"
"New entrant CS","2021","White","40-49","LGBO","360","350","31010","27570"
"New entrant CS","2021","White","40-49","Undeclared","190","180","34640","30000"
"New entrant CS","2021","White","40-49","Unknown","130","130","35910","31380"
"New entrant CS","2021","White","50-59","Heterosexual / straight","4330","4180","30730","27570"
"New entrant CS","2021","White","50-59","LGBO","220","210","29460","27570"
"New entrant CS","2021","White","50-59","Undeclared","170","160","31520","27570"
"New entrant CS","2021","White","50-59","Unknown","90","80","36620","29180"
"New entrant CS","2021","White","60-64","Heterosexual / straight","820","770","29330","27570"
"New entrant CS","2021","White","60-64","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","White","60-64","Undeclared","50","40","[c]","[c]"
"New entrant CS","2021","White","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Heterosexual / straight","150","130","32240","27570"
"New entrant CS","2021","White","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Heterosexual / straight","70","70","23050","21260"
"New entrant CS","2022","Asian","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","20-29","Heterosexual / straight","2160","2120","26940","26590"
"New entrant CS","2022","Asian","20-29","LGBO","70","70","28270","27160"
"New entrant CS","2022","Asian","20-29","Undeclared","70","70","28840","27570"
"New entrant CS","2022","Asian","20-29","Unknown","120","110","27790","26590"
"New entrant CS","2022","Asian","30-39","Heterosexual / straight","1240","1190","31270","27570"
"New entrant CS","2022","Asian","30-39","LGBO","40","30","[c]","[c]"
"New entrant CS","2022","Asian","30-39","Undeclared","60","60","32350","27570"
"New entrant CS","2022","Asian","30-39","Unknown","80","80","30740","28650"
"New entrant CS","2022","Asian","40-49","Heterosexual / straight","730","700","33590","28590"
"New entrant CS","2022","Asian","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","40-49","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Asian","40-49","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Heterosexual / straight","280","260","33600","28630"
"New entrant CS","2022","Asian","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Asian","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","20-29","Heterosexual / straight","820","800","28110","27570"
"New entrant CS","2022","Black","20-29","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Black","20-29","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Black","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","30-39","Heterosexual / straight","670","660","30640","28690"
"New entrant CS","2022","Black","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","30-39","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","40-49","Heterosexual / straight","470","460","31550","29290"
"New entrant CS","2022","Black","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","50-59","Heterosexual / straight","370","360","31160","28330"
"New entrant CS","2022","Black","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","60-64","Heterosexual / straight","100","90","32930","32040"
"New entrant CS","2022","Black","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","20-29","Heterosexual / straight","630","620","27680","26880"
"New entrant CS","2022","Mixed","20-29","LGBO","120","120","27090","26970"
"New entrant CS","2022","Mixed","20-29","Undeclared","60","50","26960","26480"
"New entrant CS","2022","Mixed","20-29","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Heterosexual / straight","330","320","31510","27570"
"New entrant CS","2022","Mixed","30-39","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Undeclared","30","30","[c]","[c]"
"New entrant CS","2022","Mixed","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Heterosexual / straight","150","150","32340","28170"
"New entrant CS","2022","Mixed","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Heterosexual / straight","100","100","34260","31060"
"New entrant CS","2022","Mixed","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","16-19","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","20-29","Heterosexual / straight","150","150","28080","27270"
"New entrant CS","2022","Other ethnicity","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","20-29","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","30-39","Heterosexual / straight","90","90","32470","30610"
"New entrant CS","2022","Other ethnicity","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","30-39","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","40-49","Heterosexual / straight","50","40","[c]","[c]"
"New entrant CS","2022","Other ethnicity","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","40-49","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","50-59","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Other ethnicity","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","50-59","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Heterosexual / straight","90","90","27500","26880"
"New entrant CS","2022","Undeclared","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","20-29","Undeclared","180","180","29330","27570"
"New entrant CS","2022","Undeclared","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Heterosexual / straight","70","70","31540","27570"
"New entrant CS","2022","Undeclared","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","30-39","Undeclared","180","170","33980","31140"
"New entrant CS","2022","Undeclared","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Heterosexual / straight","50","50","30330","27570"
"New entrant CS","2022","Undeclared","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","40-49","Undeclared","130","120","37580","32350"
"New entrant CS","2022","Undeclared","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","50-59","Undeclared","110","100","33580","29520"
"New entrant CS","2022","Undeclared","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","16-19","Unknown","410","400","21260","21250"
"New entrant CS","2022","Unknown","20-29","Heterosexual / straight","140","140","27140","26030"
"New entrant CS","2022","Unknown","20-29","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","20-29","Undeclared","280","180","29620","27270"
"New entrant CS","2022","Unknown","20-29","Unknown","8680","8550","26100","24880"
"New entrant CS","2022","Unknown","30-39","Heterosexual / straight","80","70","35300","31220"
"New entrant CS","2022","Unknown","30-39","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","30-39","Undeclared","150","80","37830","33980"
"New entrant CS","2022","Unknown","30-39","Unknown","4920","4720","30030","26590"
"New entrant CS","2022","Unknown","40-49","Heterosexual / straight","70","70","34340","31490"
"New entrant CS","2022","Unknown","40-49","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Undeclared","100","40","[c]","[c]"
"New entrant CS","2022","Unknown","40-49","Unknown","3090","2930","32990","27570"
"New entrant CS","2022","Unknown","50-59","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Undeclared","70","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","50-59","Unknown","2650","2450","31760","27230"
"New entrant CS","2022","Unknown","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","60-64","Unknown","640","550","30040","28200"
"New entrant CS","2022","Unknown","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","65+","Unknown","200","150","30210","27980"
"New entrant CS","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","16-19","Heterosexual / straight","380","380","21910","21260"
"New entrant CS","2022","White","16-19","LGBO","50","40","[c]","[c]"
"New entrant CS","2022","White","16-19","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","20-29","Heterosexual / straight","10820","10700","26640","25000"
"New entrant CS","2022","White","20-29","LGBO","2050","2020","26770","25110"
"New entrant CS","2022","White","20-29","Undeclared","780","760","27160","26590"
"New entrant CS","2022","White","20-29","Unknown","540","540","26180","25050"
"New entrant CS","2022","White","30-39","Heterosexual / straight","7340","7090","30970","27570"
"New entrant CS","2022","White","30-39","LGBO","960","940","30990","27570"
"New entrant CS","2022","White","30-39","Undeclared","400","390","34110","30700"
"New entrant CS","2022","White","30-39","Unknown","240","230","32920","29980"
"New entrant CS","2022","White","40-49","Heterosexual / straight","5590","5360","33540","28110"
"New entrant CS","2022","White","40-49","LGBO","430","410","33480","28140"
"New entrant CS","2022","White","40-49","Undeclared","230","220","34540","29780"
"New entrant CS","2022","White","40-49","Unknown","180","170","33720","28200"
"New entrant CS","2022","White","50-59","Heterosexual / straight","4880","4670","32090","27570"
"New entrant CS","2022","White","50-59","LGBO","230","220","32860","27570"
"New entrant CS","2022","White","50-59","Undeclared","200","190","33140","28400"
"New entrant CS","2022","White","50-59","Unknown","160","150","33390","32420"
"New entrant CS","2022","White","60-64","Heterosexual / straight","1040","950","29770","26410"
"New entrant CS","2022","White","60-64","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","White","60-64","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","White","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","65+","Heterosexual / straight","270","230","31440","28200"
"New entrant CS","2022","White","65+","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","65+","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","65+","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Ethnicity","Self reported ethnicity. For consistency with Civil Service Statistics, 'Chinese' is shown separately in the 2021 figures, but counted within 'Asian' for 2022.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their ethnicity and ""Unknown"" accounts for employees who have not made an active declaration about their ethnicity.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Age","Age in 10 year bands.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
