"Status","Year","Responsibility_level","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","G6/G7","Digital, Data & Technology","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Operational Delivery","60","60","56360","52850"
"In post","2021","G6/G7","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Science and Engineering","180","160","52650","48840"
"In post","2021","G6/G7","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Digital, Data & Technology","Unknown","680","670","58080","56340"
"In post","2021","G6/G7","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Corporate Finance","50","50","59160","59160"
"In post","2021","G6/G7","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Economics","30","30","[c]","[c]"
"In post","2021","G6/G7","Finance","Finance","1720","1680","58790","57620"
"In post","2021","G6/G7","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Operational Delivery","60","60","56830","56230"
"In post","2021","G6/G7","Finance","Other","40","40","[c]","[c]"
"In post","2021","G6/G7","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Project Delivery","30","30","[c]","[c]"
"In post","2021","G6/G7","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Finance","Unknown","90","90","57650","56690"
"In post","2021","G6/G7","Grants Management","Operational Delivery","60","50","52530","49800"
"In post","2021","G6/G7","Grants Management","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Human Resources","1450","1400","58030","56020"
"In post","2021","G6/G7","Human Resources","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Operational Delivery","60","60","55360","53430"
"In post","2021","G6/G7","Human Resources","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Tax","30","30","[c]","[c]"
"In post","2021","G6/G7","Human Resources","Unknown","320","310","57600","56520"
"In post","2021","G6/G7","Internal Audit","Internal Audit","190","190","58890","56670"
"In post","2021","G6/G7","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Legal","5660","5220","59470","58040"
"In post","2021","G6/G7","Legal","Operational Delivery","150","150","60120","58590"
"In post","2021","G6/G7","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Legal","Tax","80","80","55070","52580"
"In post","2021","G6/G7","Legal","Unknown","60","60","62140","59160"
"In post","2021","G6/G7","No function","Commercial","100","100","58530","54760"
"In post","2021","G6/G7","No function","Communications","40","40","[c]","[c]"
"In post","2021","G6/G7","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","Digital, Data and Technology","50","50","59130","54710"
"In post","2021","G6/G7","No function","Economics","230","220","58380","57850"
"In post","2021","G6/G7","No function","Finance","130","130","58430","54760"
"In post","2021","G6/G7","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","Inspector of Education and Training","510","500","75360","75500"
"In post","2021","G6/G7","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","International Trade","600","590","55600","53380"
"In post","2021","G6/G7","No function","Knowledge and Information Management","240","220","57190","54230"
"In post","2021","G6/G7","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","Medicine","70","60","77630","83320"
"In post","2021","G6/G7","No function","Operational Delivery","4290","4160","59280","56130"
"In post","2021","G6/G7","No function","Operational Research","170","160","51790","47540"
"In post","2021","G6/G7","No function","Other","480","470","62500","59410"
"In post","2021","G6/G7","No function","Planning","50","50","[c]","[c]"
"In post","2021","G6/G7","No function","Planning Inspectors","340","300","57760","58810"
"In post","2021","G6/G7","No function","Policy","7960","7750","57880","55110"
"In post","2021","G6/G7","No function","Project Delivery","60","60","56370","54620"
"In post","2021","G6/G7","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","Psychology","110","110","64100","65520"
"In post","2021","G6/G7","No function","Science and Engineering","2140","2020","54920","53430"
"In post","2021","G6/G7","No function","Security","50","50","[c]","[c]"
"In post","2021","G6/G7","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","No function","Tax","2000","1910","56910","52580"
"In post","2021","G6/G7","No function","Unknown","1220","1200","58530","56340"
"In post","2021","G6/G7","No function","Veterinarian","130","130","55380","54330"
"In post","2021","G6/G7","Project Delivery","Commercial","160","150","57820","55110"
"In post","2021","G6/G7","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Digital, Data and Technology","140","130","56090","56350"
"In post","2021","G6/G7","Project Delivery","Economics","90","90","58060","57880"
"In post","2021","G6/G7","Project Delivery","Finance","110","110","59930","58030"
"In post","2021","G6/G7","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Medicine","40","40","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Operational Delivery","370","360","54720","53710"
"In post","2021","G6/G7","Project Delivery","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Other","490","480","58170","55830"
"In post","2021","G6/G7","Project Delivery","Planning","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Policy","1500","1450","59340","59160"
"In post","2021","G6/G7","Project Delivery","Project Delivery","3670","3590","56460","54540"
"In post","2021","G6/G7","Project Delivery","Property","180","180","60540","61960"
"In post","2021","G6/G7","Project Delivery","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Science and Engineering","330","320","57170","55610"
"In post","2021","G6/G7","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Tax","40","40","[c]","[c]"
"In post","2021","G6/G7","Project Delivery","Unknown","130","130","59830","58700"
"In post","2021","G6/G7","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Operational Delivery","140","140","57260","54990"
"In post","2021","G6/G7","Property","Other","30","30","[c]","[c]"
"In post","2021","G6/G7","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Project Delivery","40","40","[c]","[c]"
"In post","2021","G6/G7","Property","Property","930","910","57600","55830"
"In post","2021","G6/G7","Property","Security","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Property","Unknown","70","70","57760","56360"
"In post","2021","G6/G7","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Intelligence Analysis","60","60","60570","58600"
"In post","2021","G6/G7","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Security","Security","230","230","60790","59160"
"In post","2021","G6/G7","Security","Unknown","90","80","58620","54700"
"In post","2021","G6/G7","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Communications","80","80","60160","57680"
"In post","2021","G6/G7","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Digital, Data and Technology","520","510","62900","61720"
"In post","2021","G6/G7","Unknown","Economics","80","80","63850","62490"
"In post","2021","G6/G7","Unknown","Finance","140","140","62030","60830"
"In post","2021","G6/G7","Unknown","Human Resources","170","160","60450","57680"
"In post","2021","G6/G7","Unknown","Intelligence Analysis","90","90","59560","59730"
"In post","2021","G6/G7","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Legal","120","110","60470","60830"
"In post","2021","G6/G7","Unknown","Medicine","560","480","74710","76160"
"In post","2021","G6/G7","Unknown","Operational Delivery","970","950","59400","57680"
"In post","2021","G6/G7","Unknown","Operational Research","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Other","630","600","60640","59420"
"In post","2021","G6/G7","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Policy","1670","1630","60540","58460"
"In post","2021","G6/G7","Unknown","Project Delivery","470","460","60230","57680"
"In post","2021","G6/G7","Unknown","Property","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Science and Engineering","320","300","61910","60780"
"In post","2021","G6/G7","Unknown","Security","30","30","[c]","[c]"
"In post","2021","G6/G7","Unknown","Social Research","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Statistics","40","40","[c]","[c]"
"In post","2021","G6/G7","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Unknown","5940","5710","59660","59590"
"In post","2021","G6/G7","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Economics","60","60","90730","82810"
"In post","2021","SCS","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Other","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Policy","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Analysis","Statistics","50","50","85140","78340"
"In post","2021","SCS","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Commercial","80","80","88720","78560"
"In post","2021","SCS","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Commercial","Unknown","480","470","93150","74000"
"In post","2021","SCS","Communications","Communications","100","100","87070","81760"
"In post","2021","SCS","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
