"Status","Year","Profession_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Submarine Delivery Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","The National Archives","Outer London - West and North West","40","40","[c]","[c]"
"In post","2021","Commercial","UK Hydrographic Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Intellectual Property Office","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","UK Supreme Court","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","United Kingdom Statistics Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Valuation Office Agency","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wilton Park","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Advisory, Conciliation and Arbitration Service","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Attorney General's Office","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Cabinet Office (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Companies House","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","Inner London - East","30","30","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Inner London - West","30","30","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","130","130","48060","45270"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","Inner London - West","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Inner London - West","130","130","42420","37760"
"In post","2021","Communications","Department for Education (excl. agencies)","South Yorkshire","40","30","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","130","130","44540","39910"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","Inner London - West","140","130","43380","38540"
"In post","2021","Communications","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","Inner London - West","110","110","47780","43360"
"In post","2021","Communications","Department for Transport (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","Inner London - West","160","160","41300","32790"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","West Wales and The Valleys","70","60","29810","26740"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","130","130","48800","45840"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Actuary's Department","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","Inner London - West","[c]","[c]","[c]","[c]"
