"Status","Year","Ethnicity","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","No function","30","30","[c]","[c]"
"In post","2021","Asian","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Scottish Government","Unknown","120","110","36450","33620"
"In post","2021","Asian","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Analysis","40","40","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","No function","60","50","24080","23050"
"In post","2021","Asian","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Wales Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Welsh Government","Unknown","50","50","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Legal","490","470","41190","33310"
"In post","2021","Black","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Digital, Data & Technology","60","60","45240","40600"
"In post","2021","Black","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Human Resources","50","50","[c]","[c]"
"In post","2021","Black","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","No function","90","90","38230","34550"
"In post","2021","Black","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
