"Status","Year","Parent_department","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Office of Gas and Electricity Markets","110","100","46990","41320"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Declared non-disabled","Office of Qualifications and Examinations Regulation","160","150","44400","38760"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Office of Qualifications and Examinations Regulation","70","60","50580","46660"
"In post","2021","Office of Rail and Road","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Declared non-disabled","Office of Rail and Road","290","280","54650","55430"
"In post","2021","Office of Rail and Road","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Crown Commercial Service","40","40","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Crown Commercial Service","210","200","41250","35420"
"In post","2021","Other Cabinet Office Agencies","Declared non-disabled","Government Property Agency","160","150","50100","49700"
"In post","2021","Other Cabinet Office Agencies","Undeclared","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Crown Commercial Service","520","510","36260","34800"
"In post","2021","Other Cabinet Office Agencies","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","40","40","[c]","[c]"
"In post","2021","Scotland Office","Undeclared","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","60","60","46210","43960"
"In post","2021","Scottish Government","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Crown Office and Procurator Fiscal Service","100","100","37590","33550"
"In post","2021","Scottish Government","Declared disabled","Disclosure Scotland","30","30","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Forestry and Land Scotland","40","40","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","National Records of Scotland","50","40","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Registers of Scotland","140","130","32380","30080"
"In post","2021","Scottish Government","Declared disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Scottish Government (excl. agencies)","690","660","40320","35110"
"In post","2021","Scottish Government","Declared disabled","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Scottish Prison Service","380","350","33790","33650"
"In post","2021","Scottish Government","Declared disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Social Security Scotland","120","120","28130","24510"
"In post","2021","Scottish Government","Declared disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared disabled","Transport Scotland","50","50","38580","36340"
"In post","2021","Scottish Government","Declared non-disabled","Accountant in Bankruptcy","70","60","32520","29190"
"In post","2021","Scottish Government","Declared non-disabled","Crown Office and Procurator Fiscal Service","1800","1670","35540","29040"
"In post","2021","Scottish Government","Declared non-disabled","Disclosure Scotland","130","120","28110","22230"
"In post","2021","Scottish Government","Declared non-disabled","Education Scotland","130","120","57550","66290"
"In post","2021","Scottish Government","Declared non-disabled","Food Standards Scotland","110","110","35710","30650"
"In post","2021","Scottish Government","Declared non-disabled","Forestry and Land Scotland","910","870","31700","30160"
"In post","2021","Scottish Government","Declared non-disabled","National Records of Scotland","200","190","36460","35110"
"In post","2021","Scottish Government","Declared non-disabled","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared non-disabled","Registers of Scotland","540","530","33620","30080"
"In post","2021","Scottish Government","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared non-disabled","Scottish Courts and Tribunals Service","110","110","30940","22820"
"In post","2021","Scottish Government","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Declared non-disabled","Scottish Forestry","170","160","35280","35330"
"In post","2021","Scottish Government","Declared non-disabled","Scottish Government (excl. agencies)","4380","4190","44440","39660"
"In post","2021","Scottish Government","Declared non-disabled","Scottish Housing Regulator","30","30","[c]","[c]"
"In post","2021","Scottish Government","Declared non-disabled","Scottish Prison Service","70","70","38740","33650"
"In post","2021","Scottish Government","Declared non-disabled","Scottish Public Pensions Agency","130","120","31000","29190"
"In post","2021","Scottish Government","Declared non-disabled","Social Security Scotland","660","650","31670","27150"
"In post","2021","Scottish Government","Declared non-disabled","Student Awards Agency for Scotland","80","80","35220","31150"
"In post","2021","Scottish Government","Declared non-disabled","Transport Scotland","260","250","44870","40930"
"In post","2021","Scottish Government","Undeclared","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Crown Office and Procurator Fiscal Service","70","70","41450","34150"
"In post","2021","Scottish Government","Undeclared","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Registers of Scotland","50","50","34980","32140"
"In post","2021","Scottish Government","Undeclared","Scottish Government (excl. agencies)","120","120","42810","39660"
"In post","2021","Scottish Government","Undeclared","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Undeclared","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Accountant in Bankruptcy","40","40","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Crown Office and Procurator Fiscal Service","40","40","[c]","[c]"
"In post","2021","Scottish Government","Unknown","Disclosure Scotland","150","140","28380","24110"
"In post","2021","Scottish Government","Unknown","Education Scotland","170","160","54820","56120"
"In post","2021","Scottish Government","Unknown","Food Standards Scotland","130","120","34740","32140"
"In post","2021","Scottish Government","Unknown","Forestry and Land Scotland","50","40","[c]","[c]"
"In post","2021","Scottish Government","Unknown","National Records of Scotland","180","170","33200","28170"
