"Status","Year","Ethnicity","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Department for Work and Pensions","60-64","290","250","28990","29070"
"In post","2021","Black","Department for Work and Pensions","65+","80","70","27300","27570"
"In post","2021","Black","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","20-29","140","130","29920","27800"
"In post","2021","Black","Department of Health and Social Care","30-39","160","150","36460","33100"
"In post","2021","Black","Department of Health and Social Care","40-49","170","160","43210","38890"
"In post","2021","Black","Department of Health and Social Care","50-59","160","160","45860","35400"
"In post","2021","Black","Department of Health and Social Care","60-64","30","30","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","20-29","40","40","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","30-39","50","50","39450","37500"
"In post","2021","Black","Foreign, Commonwealth and Development Office","40-49","70","70","41490","36380"
"In post","2021","Black","Foreign, Commonwealth and Development Office","50-59","70","70","40120","37810"
"In post","2021","Black","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Revenue and Customs","20-29","170","170","29920","29570"
"In post","2021","Black","HM Revenue and Customs","30-39","290","280","30130","29570"
"In post","2021","Black","HM Revenue and Customs","40-49","360","340","32690","31810"
"In post","2021","Black","HM Revenue and Customs","50-59","500","480","33890","31810"
"In post","2021","Black","HM Revenue and Customs","60-64","120","100","31730","30700"
"In post","2021","Black","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","20-29","40","40","[c]","[c]"
"In post","2021","Black","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","HM Treasury","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Home Office","20-29","190","190","31030","28760"
"In post","2021","Black","Home Office","30-39","360","340","32420","28990"
"In post","2021","Black","Home Office","40-49","470","440","34060","29370"
"In post","2021","Black","Home Office","50-59","690","660","32680","29080"
"In post","2021","Black","Home Office","60-64","130","120","30450","29080"
"In post","2021","Black","Home Office","65+","40","30","[c]","[c]"
"In post","2021","Black","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence","20-29","70","70","28170","27540"
"In post","2021","Black","Ministry of Defence","30-39","190","190","34030","33300"
"In post","2021","Black","Ministry of Defence","40-49","190","190","34570","33300"
"In post","2021","Black","Ministry of Defence","50-59","210","200","32950","29250"
"In post","2021","Black","Ministry of Defence","60-64","70","60","30510","25900"
"In post","2021","Black","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","30-39","40","40","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","50-59","50","50","44640","40010"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Housing, Communities and Local Government","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Ministry of Justice","20-29","440","440","27120","26410"
"In post","2021","Black","Ministry of Justice","30-39","690","670","29300","27730"
"In post","2021","Black","Ministry of Justice","40-49","770","740","30540","28690"
"In post","2021","Black","Ministry of Justice","50-59","1300","1260","31260","28200"
"In post","2021","Black","Ministry of Justice","60-64","310","290","29200","26410"
"In post","2021","Black","Ministry of Justice","65+","80","70","29400","26000"
"In post","2021","Black","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","50-59","40","40","[c]","[c]"
"In post","2021","Black","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other Cabinet Office Agencies","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scotland Office","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Supreme Court","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","65+","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","30-39","[c]","[c]","[c]","[c]"
