"Status","Year","Parent_department","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Office of Gas and Electricity Markets","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","30-39","Female","50","50","41860","38760"
"In post","2021","Office of Qualifications and Examinations Regulation","30-39","Male","40","40","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","40-49","Female","50","40","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","40-49","Male","40","40","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","50-59","Female","30","30","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","50-59","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","30-39","Female","40","40","[c]","[c]"
"In post","2021","Office of Rail and Road","30-39","Male","50","50","50280","51560"
"In post","2021","Office of Rail and Road","40-49","Female","50","40","[c]","[c]"
"In post","2021","Office of Rail and Road","40-49","Male","40","40","[c]","[c]"
"In post","2021","Office of Rail and Road","50-59","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","50-59","Male","60","60","65640","63230"
"In post","2021","Office of Rail and Road","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","20-29","Female","70","70","30930","27770"
"In post","2021","Other Cabinet Office Agencies","20-29","Male","100","90","29460","27770"
"In post","2021","Other Cabinet Office Agencies","30-39","Female","160","150","37180","34800"
"In post","2021","Other Cabinet Office Agencies","30-39","Male","120","120","36670","34800"
"In post","2021","Other Cabinet Office Agencies","40-49","Female","120","110","42230","38470"
"In post","2021","Other Cabinet Office Agencies","40-49","Male","140","140","46050","41590"
"In post","2021","Other Cabinet Office Agencies","50-59","Female","130","120","40130","35760"
"In post","2021","Other Cabinet Office Agencies","50-59","Male","120","120","50390","46920"
"In post","2021","Other Cabinet Office Agencies","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","30-39","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","40-49","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","40-49","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","50-59","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","50-59","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","16-19","Female","60","60","21400","21150"
"In post","2021","Scottish Government","16-19","Male","40","40","[c]","[c]"
"In post","2021","Scottish Government","20-29","Female","2040","1990","27540","26160"
"In post","2021","Scottish Government","20-29","Male","1430","1420","27490","26160"
"In post","2021","Scottish Government","30-39","Female","3000","2790","35720","33550"
"In post","2021","Scottish Government","30-39","Male","2360","2340","35190","32890"
"In post","2021","Scottish Government","40-49","Female","2900","2660","40570","35110"
"In post","2021","Scottish Government","40-49","Male","2360","2340","40990","35330"
"In post","2021","Scottish Government","50-59","Female","2840","2640","39370","33650"
"In post","2021","Scottish Government","50-59","Male","3300","3200","39840","33650"
"In post","2021","Scottish Government","60-64","Female","600","500","34310","28170"
"In post","2021","Scottish Government","60-64","Male","900","730","37460","33650"
"In post","2021","Scottish Government","65+","Female","140","100","30970","24910"
"In post","2021","Scottish Government","65+","Male","280","220","35040","30160"
"In post","2021","The National Archives","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","20-29","Female","50","50","[c]","[c]"
"In post","2021","The National Archives","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","30-39","Female","70","70","34860","34260"
"In post","2021","The National Archives","30-39","Male","40","40","[c]","[c]"
"In post","2021","The National Archives","40-49","Female","80","70","40480","37770"
"In post","2021","The National Archives","40-49","Male","70","60","38560","35150"
"In post","2021","The National Archives","50-59","Female","60","50","35370","33940"
"In post","2021","The National Archives","50-59","Male","80","80","40540","36900"
"In post","2021","The National Archives","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","20-29","Female","30","30","[c]","[c]"
"In post","2021","UK Export Finance","20-29","Male","40","40","[c]","[c]"
"In post","2021","UK Export Finance","30-39","Female","40","40","[c]","[c]"
"In post","2021","UK Export Finance","30-39","Male","50","50","[c]","[c]"
"In post","2021","UK Export Finance","40-49","Female","40","40","[c]","[c]"
"In post","2021","UK Export Finance","40-49","Male","70","70","59360","56570"
"In post","2021","UK Export Finance","50-59","Female","40","40","[c]","[c]"
"In post","2021","UK Export Finance","50-59","Male","70","70","67360","54210"
"In post","2021","UK Export Finance","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","30-39","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","40-49","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","40-49","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","50-59","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","50-59","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","20-29","Female","700","680","29930","29540"
"In post","2021","United Kingdom Statistics Authority","20-29","Male","500","490","29710","29540"
"In post","2021","United Kingdom Statistics Authority","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","30-39","Female","720","640","33960","31090"
"In post","2021","United Kingdom Statistics Authority","30-39","Male","570","560","36350","36030"
"In post","2021","United Kingdom Statistics Authority","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","40-49","Female","620","550","35280","32240"
"In post","2021","United Kingdom Statistics Authority","40-49","Male","450","430","41410","36840"
"In post","2021","United Kingdom Statistics Authority","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","50-59","Female","720","610","30070","23520"
"In post","2021","United Kingdom Statistics Authority","50-59","Male","530","460","34600","30130"
"In post","2021","United Kingdom Statistics Authority","60-64","Female","240","170","25440","19520"
"In post","2021","United Kingdom Statistics Authority","60-64","Male","190","150","26610","19520"
"In post","2021","United Kingdom Statistics Authority","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","65+","Female","120","70","24180","19520"
"In post","2021","United Kingdom Statistics Authority","65+","Male","130","90","23870","19520"
"In post","2021","Wales Office","20-29","Female","[c]","[c]","[c]","[c]"
