"Status","Year","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","North East (England)","Department of Health and Social Care","120","110","45770","40060"
"In post","2022","North East (England)","Food Standards Agency","30","30","[c]","[c]"
"In post","2022","North East (England)","HM Land Registry","730","670","28860","27130"
"In post","2022","North East (England)","HM Revenue and Customs","11670","10500","29820","26820"
"In post","2022","North East (England)","HM Treasury","140","130","43000","40280"
"In post","2022","North East (England)","Home Office","1370","1230","26190","24880"
"In post","2022","North East (England)","Ministry of Defence","220","210","25200","21380"
"In post","2022","North East (England)","Ministry of Justice","4990","4620","29130","27120"
"In post","2022","North East (England)","National Crime Agency","110","100","38080","36410"
"In post","2022","North East (England)","Office for Standards in Education, Children's Services and Skills","50","50","[c]","[c]"
"In post","2022","North East (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Attorney General's Departments","1010","950","39430","34480"
"In post","2022","North West (England)","Cabinet Office","950","940","43490","38980"
"In post","2022","North West (England)","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Charity Commission","350","330","31850","29160"
"In post","2022","North West (England)","Department for Business, Energy and Industrial Strategy","660","640","35950","34390"
"In post","2022","North West (England)","Department for Digital, Culture, Media and Sport","120","120","41400","34580"
"In post","2022","North West (England)","Department for Education","1280","1240","40460","36500"
"In post","2022","North West (England)","Department for Environment, Food and Rural Affairs","1700","1570","29130","24920"
"In post","2022","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Department for Levelling Up, Housing and Communities","220","210","41500","36340"
"In post","2022","North West (England)","Department for Transport","490","460","29120","26780"
"In post","2022","North West (England)","Department for Work and Pensions","19340","17540","28180","27570"
"In post","2022","North West (England)","Department of Health and Social Care","540","500","38560","32310"
"In post","2022","North West (England)","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Food Standards Agency","100","100","34160","30350"
"In post","2022","North West (England)","HM Land Registry","960","870","29870","27130"
"In post","2022","North West (England)","HM Revenue and Customs","14550","13610","32010","26950"
"In post","2022","North West (England)","HM Treasury","50","50","45080","40700"
"In post","2022","North West (England)","Home Office","7260","6800","28210","24890"
"In post","2022","North West (England)","Ministry of Defence","1870","1770","29780","26670"
"In post","2022","North West (England)","Ministry of Justice","10970","10190","28870","25830"
"In post","2022","North West (England)","National Crime Agency","1310","1280","37190","36410"
"In post","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","480","460","41120","32010"
"In post","2022","North West (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Office of Rail and Road","30","30","[c]","[c]"
"In post","2022","North West (England)","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2022","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department for Transport","40","40","[c]","[c]"
"In post","2022","Northern Ireland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Food Standards Agency","100","100","37610","37350"
"In post","2022","Northern Ireland","HM Revenue and Customs","2360","2220","30580","26820"
"In post","2022","Northern Ireland","Home Office","560","520","26350","24880"
"In post","2022","Northern Ireland","Ministry of Defence","890","870","24580","20560"
"In post","2022","Northern Ireland","National Crime Agency","120","120","40080","36740"
"In post","2022","Northern Ireland","Northern Ireland Office","90","90","41380","36720"
"In post","2022","Northern Ireland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department for International Trade","180","180","55360","53470"
"In post","2022","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Foreign, Commonwealth and Development Office","2210","2200","51740","53000"
"In post","2022","Overseas","Home Office","300","300","30510","27370"
"In post","2022","Overseas","Ministry of Defence","790","780","42260","40580"
"In post","2022","Overseas","National Crime Agency","130","130","62920","61710"
"In post","2022","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Cabinet Office","300","290","42950","33330"
"In post","2022","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Competition and Markets Authority","50","50","58200","55860"
"In post","2022","Scotland","Department for Business, Energy and Industrial Strategy","420","400","36300","31210"
"In post","2022","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Environment, Food and Rural Affairs","180","170","33380","29180"
"In post","2022","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Department for Levelling Up, Housing and Communities","40","40","[c]","[c]"
"In post","2022","Scotland","Department for Transport","450","430","32310","27930"
"In post","2022","Scotland","Department for Work and Pensions","8860","7860","26330","27570"
"In post","2022","Scotland","Department of Health and Social Care","40","30","[c]","[c]"
"In post","2022","Scotland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Foreign, Commonwealth and Development Office","830","800","41790","38500"
"In post","2022","Scotland","HM Revenue and Customs","7790","7090","29470","26820"
"In post","2022","Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Scotland","Home Office","1170","1090","27760","25040"
"In post","2022","Scotland","Ministry of Defence","4110","3960","29980","26350"
"In post","2022","Scotland","Ministry of Justice","620","580","27820","25120"
"In post","2022","Scotland","National Crime Agency","60","60","38560","36410"
"In post","2022","Scotland","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
