"Status","Year","Profession_of_post","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","North East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Communications","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Health and Safety Executive","30","30","[c]","[c]"
"In post","2021","Communications","North West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Ministry of Defence (excl. agencies)","180","180","31780","29200"
"In post","2021","Communications","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Communications","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Communications","South West (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Communications","South West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Met Office","30","30","[c]","[c]"
"In post","2021","Communications","South West (England)","Ministry of Defence (excl. agencies)","90","80","29360","29200"
"In post","2021","Communications","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Driver and Vehicle Licensing Agency","70","60","29810","26740"
"In post","2021","Communications","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","Communications","Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","Wales Office","[c]","[c]","[c]","[c]"
