"Status","Year","Disability","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Operational Delivery","200","190","30840","27570"
"Leaver Dept.","2022","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Policy","50","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Operational Delivery","150","150","32060","27590"
"Leaver Dept.","2022","Undeclared","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Policy","60","60","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Commercial","120","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Communications","100","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Digital, Data and Technology","100","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Finance","120","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Human Resources","90","60","37200","32000"
"Leaver Dept.","2022","Unknown","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Knowledge and Information Management","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Medicine","80","70","102720","109880"
"Leaver Dept.","2022","Unknown","Female","Operational Delivery","970","870","35300","28310"
"Leaver Dept.","2022","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Policy","430","200","42150","38940"
"Leaver Dept.","2022","Unknown","Female","Project Delivery","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Science and Engineering","470","420","43440","40560"
"Leaver Dept.","2022","Unknown","Female","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","990","820","37400","32000"
"Leaver Dept.","2022","Unknown","Female","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Commercial","100","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Communications","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Digital, Data and Technology","140","100","41980","38250"
"Leaver Dept.","2022","Unknown","Male","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Finance","100","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Human Resources","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Medicine","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Operational Delivery","550","520","37730","30450"
"Leaver Dept.","2022","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Policy","360","190","44170","40050"
"Leaver Dept.","2022","Unknown","Male","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Science and Engineering","260","260","48900","46000"
"Leaver Dept.","2022","Unknown","Male","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Unknown","850","700","38870","32000"
"Leaver Dept.","2022","Unknown","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Digital, Data and Technology","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Human Resources","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Operational Delivery","530","510","24730","22920"
"New entrant CS","2021","Declared disabled","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Other","60","50","23340","20920"
"New entrant CS","2021","Declared disabled","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Policy","140","140","34580","32790"
"New entrant CS","2021","Declared disabled","Female","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Science and Engineering","70","60","29140","27750"
"New entrant CS","2021","Declared disabled","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Declared disabled","Female","Unknown","1310","1260","27220","27570"
"New entrant CS","2021","Declared disabled","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Operational Delivery","270","260","25340","22850"
"New entrant CS","2021","Declared disabled","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Other","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Policy","80","80","35170","32790"
"New entrant CS","2021","Declared disabled","Male","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Tax","50","50","[c]","[c]"
"New entrant CS","2021","Declared disabled","Male","Unknown","920","920","27080","27570"
"New entrant CS","2021","Declared disabled","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Commercial","110","110","34470","33000"
"New entrant CS","2021","Declared non-disabled","Female","Communications","110","110","35770","32330"
"New entrant CS","2021","Declared non-disabled","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Digital, Data and Technology","260","250","39620","36340"
"New entrant CS","2021","Declared non-disabled","Female","Economics","100","100","32300","31800"
"New entrant CS","2021","Declared non-disabled","Female","Finance","200","190","34170","30710"
"New entrant CS","2021","Declared non-disabled","Female","Human Resources","260","240","32710","29540"
"New entrant CS","2021","Declared non-disabled","Female","Inspector of Education and Training","50","50","61220","67500"
"New entrant CS","2021","Declared non-disabled","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","International Trade","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Knowledge and Information Management","60","60","29040","28200"
"New entrant CS","2021","Declared non-disabled","Female","Legal","230","220","41640","43920"
"New entrant CS","2021","Declared non-disabled","Female","Medicine","170","140","45890","37890"
"New entrant CS","2021","Declared non-disabled","Female","Operational Delivery","4180","3960","25430","22920"
"New entrant CS","2021","Declared non-disabled","Female","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Other","560","540","26560","22210"
"New entrant CS","2021","Declared non-disabled","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Female","Policy","760","750","35820","33570"
"New entrant CS","2021","Declared non-disabled","Female","Project Delivery","350","340","35870","33300"
"New entrant CS","2021","Declared non-disabled","Female","Property","100","90","29560","26670"
"New entrant CS","2021","Declared non-disabled","Female","Psychology","60","60","25420","24620"
"New entrant CS","2021","Declared non-disabled","Female","Science and Engineering","480","430","32190","30450"
"New entrant CS","2021","Declared non-disabled","Female","Security","90","90","24780","20920"
"New entrant CS","2021","Declared non-disabled","Female","Social Research","70","70","33670","32540"
"New entrant CS","2021","Declared non-disabled","Female","Statistics","90","90","34170","31450"
"New entrant CS","2021","Declared non-disabled","Female","Tax","510","490","22790","20140"
"New entrant CS","2021","Declared non-disabled","Female","Unknown","8170","7960","27360","27570"
"New entrant CS","2021","Declared non-disabled","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Commercial","110","110","36530","34710"
"New entrant CS","2021","Declared non-disabled","Male","Communications","70","70","37750","32640"
"New entrant CS","2021","Declared non-disabled","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Digital, Data and Technology","490","490","42080","38650"
"New entrant CS","2021","Declared non-disabled","Male","Economics","160","160","32960","31800"
"New entrant CS","2021","Declared non-disabled","Male","Finance","150","150","39170","35060"
"New entrant CS","2021","Declared non-disabled","Male","Human Resources","100","100","35250","29440"
"New entrant CS","2021","Declared non-disabled","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Knowledge and Information Management","60","60","34750","32190"
"New entrant CS","2021","Declared non-disabled","Male","Legal","130","120","41560","43920"
"New entrant CS","2021","Declared non-disabled","Male","Medicine","70","60","63150","73760"
"New entrant CS","2021","Declared non-disabled","Male","Operational Delivery","2890","2800","26740","23140"
"New entrant CS","2021","Declared non-disabled","Male","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Other","530","530","29450","26090"
"New entrant CS","2021","Declared non-disabled","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Policy","650","650","37620","33570"
"New entrant CS","2021","Declared non-disabled","Male","Project Delivery","360","360","39990","37000"
"New entrant CS","2021","Declared non-disabled","Male","Property","190","190","35010","33000"
"New entrant CS","2021","Declared non-disabled","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Science and Engineering","470","470","31990","29270"
"New entrant CS","2021","Declared non-disabled","Male","Security","300","300","26310","23540"
"New entrant CS","2021","Declared non-disabled","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Male","Statistics","90","90","34730","31810"
"New entrant CS","2021","Declared non-disabled","Male","Tax","470","460","23240","20140"
"New entrant CS","2021","Declared non-disabled","Male","Unknown","5850","5820","27600","27570"
"New entrant CS","2021","Declared non-disabled","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Operational Delivery","280","250","29080","25990"
"New entrant CS","2021","Undeclared","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Other","40","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Policy","100","100","36130","32350"
"New entrant CS","2021","Undeclared","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Science and Engineering","50","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","Unknown","410","400","27870","27570"
"New entrant CS","2021","Undeclared","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Operational Delivery","160","150","28930","24120"
"New entrant CS","2021","Undeclared","Male","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Other","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Policy","100","90","37610","34710"
"New entrant CS","2021","Undeclared","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Science and Engineering","30","30","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","Unknown","320","310","28210","27570"
"New entrant CS","2021","Undeclared","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Commercial","120","120","37750","36560"
"New entrant CS","2021","Unknown","Female","Communications","160","160","34240","29170"
"New entrant CS","2021","Unknown","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Digital, Data and Technology","330","330","38900","33960"
"New entrant CS","2021","Unknown","Female","Economics","70","70","29820","31800"
"New entrant CS","2021","Unknown","Female","Finance","170","160","34920","32790"
"New entrant CS","2021","Unknown","Female","Human Resources","200","200","33080","28000"
"New entrant CS","2021","Unknown","Female","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Legal","320","310","42170","43920"
"New entrant CS","2021","Unknown","Female","Medicine","90","70","46540","37890"
"New entrant CS","2021","Unknown","Female","Operational Delivery","4220","4050","24420","22350"
"New entrant CS","2021","Unknown","Female","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Other","290","280","29530","27400"
"New entrant CS","2021","Unknown","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Policy","870","840","37280","32790"
"New entrant CS","2021","Unknown","Female","Project Delivery","170","170","36560","33570"
"New entrant CS","2021","Unknown","Female","Property","70","70","32440","28730"
"New entrant CS","2021","Unknown","Female","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Female","Security","70","70","28890","24620"
"New entrant CS","2021","Unknown","Female","Social Research","60","60","33610","32540"
"New entrant CS","2021","Unknown","Female","Statistics","70","70","33580","32540"
"New entrant CS","2021","Unknown","Female","Tax","1050","1020","22020","20140"
"New entrant CS","2021","Unknown","Female","Unknown","2590","2510","31880","28000"
"New entrant CS","2021","Unknown","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Commercial","100","100","37410","34800"
"New entrant CS","2021","Unknown","Male","Communications","90","90","38940","35440"
"New entrant CS","2021","Unknown","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Digital, Data and Technology","640","640","41070","37500"
"New entrant CS","2021","Unknown","Male","Economics","110","110","31750","32540"
"New entrant CS","2021","Unknown","Male","Finance","140","130","34620","31810"
"New entrant CS","2021","Unknown","Male","Human Resources","80","80","33740","29100"
"New entrant CS","2021","Unknown","Male","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Intelligence Analysis","70","70","39770","32790"
"New entrant CS","2021","Unknown","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Legal","210","210","43150","48080"
"New entrant CS","2021","Unknown","Male","Medicine","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Male","Operational Delivery","3500","3420","25830","22850"
"New entrant CS","2021","Unknown","Male","Operational Research","[c]","[c]","[c]","[c]"
