"Status","Year","Sex","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Bristol, City of","Project Delivery","70","60","42730","40480"
"In post","2021","Female","Bristol, City of","Property","80","70","34210","31100"
"In post","2021","Female","Bristol, City of","Science and Engineering","140","130","33230","31070"
"In post","2021","Female","Bristol, City of","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bristol, City of","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bristol, City of","Statistics","50","40","[c]","[c]"
"In post","2021","Female","Bristol, City of","Tax","230","210","37720","31870"
"In post","2021","Female","Bristol, City of","Unknown","640","540","27460","27570"
"In post","2021","Female","Bristol, City of","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","Operational Delivery","110","100","24770","22450"
"In post","2021","Female","Bromley","Unknown","200","180","31070","31060"
"In post","2021","Female","Buckinghamshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Finance","80","70","37870","35300"
"In post","2021","Female","Buckinghamshire CC","Human Resources","30","30","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Operational Delivery","320","300","28750","27850"
"In post","2021","Female","Buckinghamshire CC","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Other","130","120","25310","22920"
"In post","2021","Female","Buckinghamshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Project Delivery","90","80","37350","35300"
"In post","2021","Female","Buckinghamshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Psychology","50","50","37450","31180"
"In post","2021","Female","Buckinghamshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","Unknown","160","140","29480","27570"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Unknown","90","80","27180","27570"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Operational Delivery","210","170","25340","22260"
"In post","2021","Female","Calderdale and Kirklees","Other","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","Unknown","470","390","27110","27570"
"In post","2021","Female","Cambridgeshire CC","Commercial","40","40","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Inspector of Education and Training","60","60","61880","51360"
"In post","2021","Female","Cambridgeshire CC","Intelligence Analysis","90","90","32550","33300"
"In post","2021","Female","Cambridgeshire CC","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Knowledge and Information Management","80","70","34950","31080"
"In post","2021","Female","Cambridgeshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Operational Delivery","670","610","28490","25850"
"In post","2021","Female","Cambridgeshire CC","Other","90","80","25460","21580"
"In post","2021","Female","Cambridgeshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Project Delivery","90","80","39580","36460"
"In post","2021","Female","Cambridgeshire CC","Property","100","100","34970","33300"
"In post","2021","Female","Cambridgeshire CC","Psychology","50","40","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Science and Engineering","90","80","35400","31550"
"In post","2021","Female","Cambridgeshire CC","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","Unknown","170","150","29910","27570"
"In post","2021","Female","Camden and City of London","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Legal","250","240","39300","36160"
"In post","2021","Female","Camden and City of London","Operational Delivery","970","900","29220","26410"
"In post","2021","Female","Camden and City of London","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Other","90","80","56720","51150"
"In post","2021","Female","Camden and City of London","Policy","80","70","50170","42940"
"In post","2021","Female","Camden and City of London","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","Tax","120","120","38980","36160"
"In post","2021","Female","Camden and City of London","Unknown","120","120","42420","35110"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Communications","110","100","39730","37410"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Digital, Data and Technology","140","130","38530","36530"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Finance","160","140","38550","36240"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Human Resources","240","220","36210","30850"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Legal","270","240","45310","48830"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Medicine","100","90","44740","37410"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Operational Delivery","2660","2350","27730","24500"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Other","160","150","35510","31810"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Policy","630","590","42310","37410"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Project Delivery","90","80","42650","38970"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Property","50","50","35720","33300"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Statistics","40","40","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Tax","760","710","29180","25560"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Unknown","870","780","26790","27570"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Other","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Other","70","60","24500","21130"
"In post","2021","Female","Central Bedfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Commercial","80","80","34220","34800"
"In post","2021","Female","Central Hampshire","Communications","30","30","[c]","[c]"
"In post","2021","Female","Central Hampshire","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Finance","120","110","36570","33300"
"In post","2021","Female","Central Hampshire","Human Resources","50","40","[c]","[c]"
"In post","2021","Female","Central Hampshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2021","Female","Central Hampshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","Medicine","40","30","[c]","[c]"
"In post","2021","Female","Central Hampshire","Operational Delivery","280","260","28970","27850"
"In post","2021","Female","Central Hampshire","Operational Research","130","120","39800","37360"
