"Status","Year","Organisation","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Legal","480","450","54190","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","No function","1160","1060","26920","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","LGBO","No function","50","50","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Undeclared","Legal","40","40","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Undeclared","No function","60","50","27160","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","Legal","50","50","60180","59480"
"In post","2021","Crown Office and Procurator Fiscal Service","Unknown","No function","50","50","25810","22220"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Communications","50","50","[c]","[c]"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Digital, Data & Technology","90","90","39380","38180"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Finance","90","80","33050","30370"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Human Resources","120","120","40840","34160"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Legal","4350","4050","41000","38000"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Legal","240","230","40660","30120"
"In post","2021","Crown Prosecution Service","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Legal","180","170","41290","39880"
"In post","2021","Crown Prosecution Service","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Legal","1480","1330","42810","38890"
"In post","2021","Crown Prosecution Service","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Project Delivery","100","100","26660","27460"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Project Delivery","260","240","28110","28750"
"In post","2021","Defence Electronics and Components Agency","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Commercial","210","210","44820","41450"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Communications","230","220","26940","22450"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Finance","340","320","37770","31800"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Human Resources","160","150","39170","34370"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Project Delivery","7190","6960","36340","33740"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Property","180","180","39930","37770"
"In post","2021","Defence Equipment and Support","Heterosexual / straight","Unknown","120","110","37480","35000"
"In post","2021","Defence Equipment and Support","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Project Delivery","230","230","32320","30000"
"In post","2021","Defence Equipment and Support","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Commercial","30","30","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Finance","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
