"Status","Year","Profession_of_post","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Economics","Project Delivery","White","60","60","55740","55730"
"In post","2021","Economics","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Economics","Unknown","Unknown","60","60","43660","35340"
"In post","2021","Economics","Unknown","White","110","110","48630","44480"
"In post","2021","Finance","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Analysis","White","30","30","[c]","[c]"
"In post","2021","Finance","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Commercial","White","50","50","32330","28370"
"In post","2021","Finance","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Counter Fraud","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Finance","Asian","590","570","39450","36200"
"In post","2021","Finance","Finance","Black","300","290","39740","36960"
"In post","2021","Finance","Finance","Chinese","50","40","[c]","[c]"
"In post","2021","Finance","Finance","Mixed","120","120","40630","37960"
"In post","2021","Finance","Finance","Other ethnicity","50","50","39620","37070"
"In post","2021","Finance","Finance","Undeclared","310","290","40270","36780"
"In post","2021","Finance","Finance","Unknown","860","820","37190","32950"
"In post","2021","Finance","Finance","White","5280","4980","40180","36360"
"In post","2021","Finance","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Human Resources","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","No function","Asian","60","50","43250","40050"
"In post","2021","Finance","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","No function","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","No function","Unknown","40","40","[c]","[c]"
"In post","2021","Finance","No function","White","270","260","43540","37100"
"In post","2021","Finance","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Project Delivery","Unknown","30","30","[c]","[c]"
"In post","2021","Finance","Project Delivery","White","310","300","43420","39980"
"In post","2021","Finance","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Property","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Asian","70","70","40410","35700"
"In post","2021","Finance","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Unknown","White","460","440","44570","37450"
"In post","2021","Human Resources","Analysis","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Analysis","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Analysis","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Analysis","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Analysis","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Commercial","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Commercial","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Communications","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Grants Management","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","Asian","330","320","37400","33300"
"In post","2021","Human Resources","Human Resources","Black","230","220","37070","33890"
"In post","2021","Human Resources","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Human Resources","Mixed","130","120","40770","37000"
"In post","2021","Human Resources","Human Resources","Other ethnicity","40","40","[c]","[c]"
"In post","2021","Human Resources","Human Resources","Undeclared","190","180","36220","33000"
"In post","2021","Human Resources","Human Resources","Unknown","610","580","35370","31810"
"In post","2021","Human Resources","Human Resources","White","5390","5100","38770","33630"
"In post","2021","Human Resources","Legal","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Legal","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","No function","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","No function","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","No function","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","No function","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","No function","White","50","40","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Project Delivery","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Black","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Security","White","[c]","[c]","[c]","[c]"
"In post","2021","Human Resources","Unknown","Asian","70","70","38250","35070"
"In post","2021","Human Resources","Unknown","Black","50","50","41740","36190"
