"Status","Year","Age","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","G6/G7","Commercial","340","330","58900","57340"
"In post","2021","40-49","G6/G7","Communications","340","320","58370","57030"
"In post","2021","40-49","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","G6/G7","Digital, Data and Technology","1230","1210","58720","57600"
"In post","2021","40-49","G6/G7","Economics","160","150","63810","61770"
"In post","2021","40-49","G6/G7","Finance","710","700","59000","57640"
"In post","2021","40-49","G6/G7","Human Resources","550","530","57530","56250"
"In post","2021","40-49","G6/G7","Inspector of Education and Training","160","160","74950","75500"
"In post","2021","40-49","G6/G7","Intelligence Analysis","120","110","59390","58470"
"In post","2021","40-49","G6/G7","Internal Audit","50","50","58510","58470"
"In post","2021","40-49","G6/G7","International Trade","120","110","56810","56190"
"In post","2021","40-49","G6/G7","Knowledge and Information Management","160","150","56810","54650"
"In post","2021","40-49","G6/G7","Legal","1960","1780","59630","58990"
"In post","2021","40-49","G6/G7","Medicine","230","200","74250","76760"
"In post","2021","40-49","G6/G7","Operational Delivery","2140","2090","58160","55630"
"In post","2021","40-49","G6/G7","Operational Research","150","140","54220","52580"
"In post","2021","40-49","G6/G7","Other","620","600","62210","60090"
"In post","2021","40-49","G6/G7","Planning","30","30","[c]","[c]"
"In post","2021","40-49","G6/G7","Planning Inspectors","100","90","54290","47660"
"In post","2021","40-49","G6/G7","Policy","3000","2870","59450","58370"
"In post","2021","40-49","G6/G7","Project Delivery","1440","1410","56910","54880"
"In post","2021","40-49","G6/G7","Property","300","300","57500","54990"
"In post","2021","40-49","G6/G7","Psychology","70","60","64270","65520"
"In post","2021","40-49","G6/G7","Science and Engineering","1110","1070","55280","54240"
"In post","2021","40-49","G6/G7","Security","110","110","59180","57060"
"In post","2021","40-49","G6/G7","Social Research","100","90","57590","57460"
"In post","2021","40-49","G6/G7","Statistics","210","200","58210","58290"
"In post","2021","40-49","G6/G7","Tax","590","580","56570","52580"
"In post","2021","40-49","G6/G7","Unknown","2970","2860","60400","59590"
"In post","2021","40-49","G6/G7","Veterinarian","50","50","54320","54090"
"In post","2021","40-49","SCS","Commercial","40","40","[c]","[c]"
"In post","2021","40-49","SCS","Communications","60","60","86150","79760"
"In post","2021","40-49","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Digital, Data and Technology","100","100","90420","84000"
"In post","2021","40-49","SCS","Economics","40","40","[c]","[c]"
"In post","2021","40-49","SCS","Finance","110","110","89410","82280"
"In post","2021","40-49","SCS","Human Resources","80","80","89260","83500"
"In post","2021","40-49","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","International Trade","40","40","[c]","[c]"
"In post","2021","40-49","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Legal","150","150","85400","80760"
"In post","2021","40-49","SCS","Medicine","120","100","95000","92750"
"In post","2021","40-49","SCS","Operational Delivery","230","220","90510","81780"
"In post","2021","40-49","SCS","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Other","100","100","92490","84370"
"In post","2021","40-49","SCS","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Policy","850","820","84990","77890"
"In post","2021","40-49","SCS","Project Delivery","150","150","88040","84830"
"In post","2021","40-49","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Science and Engineering","40","30","[c]","[c]"
"In post","2021","40-49","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Tax","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SCS","Unknown","660","640","90480","81760"
"In post","2021","40-49","SCS","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO/HEO","Commercial","730","700","38120","38170"
"In post","2021","40-49","SEO/HEO","Communications","490","470","38690","38600"
"In post","2021","40-49","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO/HEO","Counter Fraud","130","130","37620","38820"
"In post","2021","40-49","SEO/HEO","Digital, Data and Technology","1840","1800","38430","38450"
"In post","2021","40-49","SEO/HEO","Economics","30","30","[c]","[c]"
"In post","2021","40-49","SEO/HEO","Finance","1050","1010","37850","37410"
"In post","2021","40-49","SEO/HEO","Human Resources","910","870","37500","37270"
"In post","2021","40-49","SEO/HEO","Inspector of Education and Training","110","100","50980","51360"
"In post","2021","40-49","SEO/HEO","Intelligence Analysis","300","290","37020","36510"
"In post","2021","40-49","SEO/HEO","Internal Audit","110","110","40950","41300"
"In post","2021","40-49","SEO/HEO","International Trade","90","80","35930","38160"
"In post","2021","40-49","SEO/HEO","Knowledge and Information Management","280","270","37170","37360"
"In post","2021","40-49","SEO/HEO","Legal","950","880","38250","37420"
"In post","2021","40-49","SEO/HEO","Medicine","220","200","39860","38490"
"In post","2021","40-49","SEO/HEO","Operational Delivery","8370","8060","37230","36330"
"In post","2021","40-49","SEO/HEO","Operational Research","60","60","39750","38630"
"In post","2021","40-49","SEO/HEO","Other","1260","1220","36860","37390"
"In post","2021","40-49","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","40-49","SEO/HEO","Policy","2140","2050","38440","37410"
"In post","2021","40-49","SEO/HEO","Project Delivery","2060","2000","37320","38330"
"In post","2021","40-49","SEO/HEO","Property","720","700","36650","35300"
"In post","2021","40-49","SEO/HEO","Psychology","170","150","43880","45820"
"In post","2021","40-49","SEO/HEO","Science and Engineering","1370","1290","38130","38640"
"In post","2021","40-49","SEO/HEO","Security","290","290","39650","37660"
"In post","2021","40-49","SEO/HEO","Social Research","130","120","40270","40020"
"In post","2021","40-49","SEO/HEO","Statistics","160","150","38760","38870"
"In post","2021","40-49","SEO/HEO","Tax","1550","1500","34340","31870"
"In post","2021","40-49","SEO/HEO","Unknown","4980","4790","36260","35120"
"In post","2021","40-49","SEO/HEO","Veterinarian","110","110","39330","37560"
"In post","2021","40-49","Unknown","Commercial","50","50","41230","40440"
"In post","2021","40-49","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Finance","40","40","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Operational Delivery","3020","2760","32090","32690"
"In post","2021","40-49","Unknown","Other","430","430","40390","36970"
"In post","2021","40-49","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Project Delivery","140","130","46240","41920"
"In post","2021","40-49","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Science and Engineering","140","140","44860","44000"
"In post","2021","40-49","Unknown","Security","30","30","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","90","90","[c]","[c]"
"In post","2021","50-59","AA/AO","Commercial","90","80","23340","22830"
"In post","2021","50-59","AA/AO","Communications","50","50","21710","21580"
"In post","2021","50-59","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Digital, Data and Technology","90","90","22330","21580"
"In post","2021","50-59","AA/AO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Finance","440","370","21400","21440"
"In post","2021","50-59","AA/AO","Human Resources","370","340","21650","21580"
"In post","2021","50-59","AA/AO","Intelligence Analysis","50","40","[c]","[c]"
"In post","2021","50-59","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Knowledge and Information Management","110","110","22500","22020"
"In post","2021","50-59","AA/AO","Legal","110","90","21620","21440"
"In post","2021","50-59","AA/AO","Medicine","70","60","22060","22640"
"In post","2021","50-59","AA/AO","Operational Delivery","21420","19110","23100","21440"
"In post","2021","50-59","AA/AO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Other","3120","3020","21220","20920"
"In post","2021","50-59","AA/AO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Policy","220","210","23870","23830"
"In post","2021","50-59","AA/AO","Project Delivery","100","90","21760","21440"
"In post","2021","50-59","AA/AO","Property","370","350","19630","18800"
"In post","2021","50-59","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Science and Engineering","400","380","22030","22500"
"In post","2021","50-59","AA/AO","Security","1900","1870","27000","21040"
"In post","2021","50-59","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","AA/AO","Tax","490","450","20540","20140"
"In post","2021","50-59","AA/AO","Unknown","11030","9570","21240","21010"
"In post","2021","50-59","EO","Commercial","150","140","27390","26930"
"In post","2021","50-59","EO","Communications","140","130","28110","27770"
"In post","2021","50-59","EO","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Counter Fraud","60","50","26860","26320"
"In post","2021","50-59","EO","Digital, Data and Technology","480","460","28500","27500"
"In post","2021","50-59","EO","Economics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Finance","450","430","27340","26810"
"In post","2021","50-59","EO","Human Resources","370","350","27670","26930"
"In post","2021","50-59","EO","Intelligence Analysis","430","410","28460","27370"
"In post","2021","50-59","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Knowledge and Information Management","160","150","27540","26780"
"In post","2021","50-59","EO","Legal","370","350","27960","28130"
"In post","2021","50-59","EO","Medicine","90","80","31170","30620"
"In post","2021","50-59","EO","Operational Delivery","13970","12980","28360","27370"
"In post","2021","50-59","EO","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Other","1720","1650","27060","26670"
"In post","2021","50-59","EO","Planning","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Policy","580","560","29390","29000"
"In post","2021","50-59","EO","Project Delivery","470","450","27470","26670"
"In post","2021","50-59","EO","Property","510","490","27450","26670"
"In post","2021","50-59","EO","Psychology","50","50","27290","27380"
"In post","2021","50-59","EO","Science and Engineering","380","370","26890","26670"
"In post","2021","50-59","EO","Security","420","420","34930","33520"
"In post","2021","50-59","EO","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","50-59","EO","Statistics","40","30","[c]","[c]"
"In post","2021","50-59","EO","Tax","980","910","27720","28130"
"In post","2021","50-59","EO","Unknown","17350","15820","28100","27570"
"In post","2021","50-59","EO","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Commercial","370","370","60960","58770"
"In post","2021","50-59","G6/G7","Communications","180","170","59600","58970"
"In post","2021","50-59","G6/G7","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Counter Fraud","50","50","62490","58700"
"In post","2021","50-59","G6/G7","Digital, Data and Technology","1010","990","58930","57430"
"In post","2021","50-59","G6/G7","Economics","90","90","65460","64770"
"In post","2021","50-59","G6/G7","Finance","650","640","60430","59160"
"In post","2021","50-59","G6/G7","Human Resources","570","560","59640","58720"
"In post","2021","50-59","G6/G7","Inspector of Education and Training","240","240","75380","75500"
"In post","2021","50-59","G6/G7","Intelligence Analysis","90","90","59860","59160"
"In post","2021","50-59","G6/G7","Internal Audit","90","90","60650","59730"
"In post","2021","50-59","G6/G7","International Trade","110","100","57430","56610"
"In post","2021","50-59","G6/G7","Knowledge and Information Management","130","130","58320","57190"
"In post","2021","50-59","G6/G7","Legal","1700","1590","61930","60850"
"In post","2021","50-59","G6/G7","Medicine","230","200","77210","79040"
"In post","2021","50-59","G6/G7","Operational Delivery","2570","2530","60400","57740"
"In post","2021","50-59","G6/G7","Operational Research","120","110","55860","56350"
"In post","2021","50-59","G6/G7","Other","600","580","63320","60830"
"In post","2021","50-59","G6/G7","Planning","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Planning Inspectors","120","110","58780","58810"
"In post","2021","50-59","G6/G7","Policy","2190","2150","60630","59650"
"In post","2021","50-59","G6/G7","Project Delivery","1520","1500","57710","55740"
"In post","2021","50-59","G6/G7","Property","530","530","58660","57080"
"In post","2021","50-59","G6/G7","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","G6/G7","Science and Engineering","1070","1040","57140","56350"
"In post","2021","50-59","G6/G7","Security","130","130","60530","57270"
"In post","2021","50-59","G6/G7","Social Research","50","40","[c]","[c]"
"In post","2021","50-59","G6/G7","Statistics","130","120","59900","59610"
"In post","2021","50-59","G6/G7","Tax","860","840","58470","56630"
"In post","2021","50-59","G6/G7","Unknown","2930","2860","60420","60500"
"In post","2021","50-59","G6/G7","Veterinarian","50","50","57460","54730"
"In post","2021","50-59","SCS","Commercial","40","40","[c]","[c]"
"In post","2021","50-59","SCS","Communications","30","30","[c]","[c]"
"In post","2021","50-59","SCS","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Digital, Data and Technology","80","80","92060","87200"
"In post","2021","50-59","SCS","Economics","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Finance","100","100","94370","89550"
"In post","2021","50-59","SCS","Human Resources","70","70","89550","85360"
"In post","2021","50-59","SCS","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","SCS","International Trade","30","30","[c]","[c]"
"In post","2021","50-59","SCS","Knowledge and Information Management","[c]","[c]","[c]","[c]"
