"Status","Year","Sex","Sexual_orientation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Heterosexual / straight","Digital, Data and Technology","240","240","43640","39400"
"Leaver Dept.","2022","Male","Heterosexual / straight","Economics","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Finance","170","160","43490","39960"
"Leaver Dept.","2022","Male","Heterosexual / straight","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Human Resources","110","100","40640","34440"
"Leaver Dept.","2022","Male","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Intelligence Analysis","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Knowledge and Information Management","70","60","44810","41140"
"Leaver Dept.","2022","Male","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Medicine","80","70","96490","99900"
"Leaver Dept.","2022","Male","Heterosexual / straight","Operational Delivery","2090","2030","32950","27570"
"Leaver Dept.","2022","Male","Heterosexual / straight","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Other","220","210","32310","27570"
"Leaver Dept.","2022","Male","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Policy","630","580","46340","40510"
"Leaver Dept.","2022","Male","Heterosexual / straight","Project Delivery","180","180","41700","38710"
"Leaver Dept.","2022","Male","Heterosexual / straight","Property","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Science and Engineering","480","470","38770","35260"
"Leaver Dept.","2022","Male","Heterosexual / straight","Security","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Statistics","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Heterosexual / straight","Unknown","530","520","44540","37300"
"Leaver Dept.","2022","Male","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Operational Delivery","240","230","33080","27570"
"Leaver Dept.","2022","Male","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Policy","110","100","43850","40050"
"Leaver Dept.","2022","Male","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Science and Engineering","60","50","39700","32570"
"Leaver Dept.","2022","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","LGBO","Unknown","90","80","42720","38160"
"Leaver Dept.","2022","Male","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Commercial","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Communications","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Digital, Data and Technology","90","50","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Finance","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Operational Delivery","270","250","33730","27940"
"Leaver Dept.","2022","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Other","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Policy","230","80","46830","44500"
"Leaver Dept.","2022","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Science and Engineering","70","70","42980","40060"
"Leaver Dept.","2022","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Undeclared","Unknown","160","80","41370","34640"
"Leaver Dept.","2022","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Digital, Data and Technology","90","90","40300","37910"
"Leaver Dept.","2022","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Finance","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Operational Delivery","490","480","35800","27710"
"Leaver Dept.","2022","Male","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Other","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Policy","160","160","45340","40600"
"Leaver Dept.","2022","Male","Unknown","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Science and Engineering","170","160","47880","45590"
"Leaver Dept.","2022","Male","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Unknown","Unknown","1240","1090","39360","32000"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Commercial","150","140","34180","33000"
"New entrant CS","2021","Female","Heterosexual / straight","Communications","150","150","35380","32000"
"New entrant CS","2021","Female","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Digital, Data and Technology","320","310","39650","36940"
"New entrant CS","2021","Female","Heterosexual / straight","Economics","100","100","31920","31800"
"New entrant CS","2021","Female","Heterosexual / straight","Finance","250","240","34770","31810"
"New entrant CS","2021","Female","Heterosexual / straight","Human Resources","350","340","32910","29360"
"New entrant CS","2021","Female","Heterosexual / straight","Inspector of Education and Training","50","50","62100","70500"
"New entrant CS","2021","Female","Heterosexual / straight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","International Trade","50","40","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Knowledge and Information Management","60","50","29350","28200"
"New entrant CS","2021","Female","Heterosexual / straight","Legal","400","380","43240","43920"
"New entrant CS","2021","Female","Heterosexual / straight","Medicine","190","150","46540","37890"
"New entrant CS","2021","Female","Heterosexual / straight","Operational Delivery","5030","4780","25750","22920"
"New entrant CS","2021","Female","Heterosexual / straight","Operational Research","30","30","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Other","640","610","26280","21030"
"New entrant CS","2021","Female","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Heterosexual / straight","Policy","940","920","35970","33570"
"New entrant CS","2021","Female","Heterosexual / straight","Project Delivery","370","360","35720","33210"
"New entrant CS","2021","Female","Heterosexual / straight","Property","120","120","31240","29360"
"New entrant CS","2021","Female","Heterosexual / straight","Psychology","60","60","26350","24620"
"New entrant CS","2021","Female","Heterosexual / straight","Science and Engineering","460","410","32450","30460"
"New entrant CS","2021","Female","Heterosexual / straight","Security","100","90","25530","23540"
"New entrant CS","2021","Female","Heterosexual / straight","Social Research","100","100","33100","32540"
"New entrant CS","2021","Female","Heterosexual / straight","Statistics","110","110","34500","31810"
"New entrant CS","2021","Female","Heterosexual / straight","Tax","490","470","22900","20140"
"New entrant CS","2021","Female","Heterosexual / straight","Unknown","8680","8430","27390","27570"
"New entrant CS","2021","Female","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Operational Delivery","490","480","24860","22920"
"New entrant CS","2021","Female","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Other","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Policy","150","140","34690","32790"
"New entrant CS","2021","Female","LGBO","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Science and Engineering","50","50","27920","27540"
"New entrant CS","2021","Female","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Female","LGBO","Unknown","760","750","27120","27570"
"New entrant CS","2021","Female","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Digital, Data and Technology","40","40","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Operational Delivery","470","430","27130","23140"
"New entrant CS","2021","Female","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Other","40","40","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Policy","120","120","36050","33210"
"New entrant CS","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Science and Engineering","60","60","32420","31370"
"New entrant CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Tax","30","30","[c]","[c]"
"New entrant CS","2021","Female","Undeclared","Unknown","510","490","28180","27570"
"New entrant CS","2021","Female","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Commercial","90","90","39690","38730"
"New entrant CS","2021","Female","Unknown","Communications","120","120","34460","29170"
"New entrant CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Digital, Data and Technology","250","240","38700","33250"
"New entrant CS","2021","Female","Unknown","Economics","60","60","30660","32390"
"New entrant CS","2021","Female","Unknown","Finance","120","110","35450","32790"
"New entrant CS","2021","Female","Unknown","Human Resources","120","120","34060","28500"
"New entrant CS","2021","Female","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Legal","140","130","38880","30990"
"New entrant CS","2021","Female","Unknown","Medicine","70","60","47210","37890"
"New entrant CS","2021","Female","Unknown","Operational Delivery","3210","3070","23600","22350"
"New entrant CS","2021","Female","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Other","220","210","29790","28650"
"New entrant CS","2021","Female","Unknown","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Policy","660","640","37520","32790"
"New entrant CS","2021","Female","Unknown","Project Delivery","140","140","36980","34750"
"New entrant CS","2021","Female","Unknown","Property","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Psychology","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Science and Engineering","70","60","34740","29270"
"New entrant CS","2021","Female","Unknown","Security","50","50","28940","24620"
"New entrant CS","2021","Female","Unknown","Social Research","30","30","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Statistics","40","40","[c]","[c]"
"New entrant CS","2021","Female","Unknown","Tax","1060","1030","22010","20140"
"New entrant CS","2021","Female","Unknown","Unknown","2530","2450","31840","28000"
"New entrant CS","2021","Male","Heterosexual / straight","Commercial","130","130","36000","34000"
"New entrant CS","2021","Male","Heterosexual / straight","Communications","70","70","37470","32860"
"New entrant CS","2021","Male","Heterosexual / straight","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Digital, Data and Technology","600","590","41680","38550"
"New entrant CS","2021","Male","Heterosexual / straight","Economics","170","170","32580","31800"
"New entrant CS","2021","Male","Heterosexual / straight","Finance","190","190","37700","34020"
"New entrant CS","2021","Male","Heterosexual / straight","Human Resources","120","120","35340","28840"
"New entrant CS","2021","Male","Heterosexual / straight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Intelligence Analysis","40","40","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","International Trade","40","40","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Knowledge and Information Management","60","60","34440","32000"
"New entrant CS","2021","Male","Heterosexual / straight","Legal","220","220","44000","48080"
"New entrant CS","2021","Male","Heterosexual / straight","Medicine","70","60","61360","63860"
"New entrant CS","2021","Male","Heterosexual / straight","Operational Delivery","3470","3400","27340","24120"
"New entrant CS","2021","Male","Heterosexual / straight","Operational Research","40","40","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Other","550","550","29230","26350"
"New entrant CS","2021","Male","Heterosexual / straight","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Policy","760","760","37950","33570"
"New entrant CS","2021","Male","Heterosexual / straight","Project Delivery","400","400","39630","36740"
"New entrant CS","2021","Male","Heterosexual / straight","Property","220","220","35590","33000"
"New entrant CS","2021","Male","Heterosexual / straight","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Science and Engineering","430","420","32530","29350"
"New entrant CS","2021","Male","Heterosexual / straight","Security","340","340","26790","23540"
"New entrant CS","2021","Male","Heterosexual / straight","Social Research","30","30","[c]","[c]"
"New entrant CS","2021","Male","Heterosexual / straight","Statistics","90","90","34220","31810"
"New entrant CS","2021","Male","Heterosexual / straight","Tax","450","450","23380","20140"
"New entrant CS","2021","Male","Heterosexual / straight","Unknown","5900","5870","27650","27570"
"New entrant CS","2021","Male","Heterosexual / straight","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Digital, Data and Technology","50","50","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Operational Delivery","340","340","25550","22850"
"New entrant CS","2021","Male","LGBO","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Other","40","40","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Policy","120","120","36780","33570"
"New entrant CS","2021","Male","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","LGBO","Tax","70","70","22290","20140"
"New entrant CS","2021","Male","LGBO","Unknown","800","800","27130","27570"
"New entrant CS","2021","Male","LGBO","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Digital, Data and Technology","60","60","41210","37610"
"New entrant CS","2021","Male","Undeclared","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Operational Delivery","260","240","29330","24880"
"New entrant CS","2021","Male","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Other","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Policy","100","100","37580","33570"
"New entrant CS","2021","Male","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Science and Engineering","40","40","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Undeclared","Unknown","390","390","28620","27570"
"New entrant CS","2021","Male","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Commercial","70","70","39990","36500"
"New entrant CS","2021","Male","Unknown","Communications","70","70","39690","34850"
"New entrant CS","2021","Male","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Digital, Data and Technology","500","500","41400","38180"
