"Status","Year","Sexual_orientation","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","LGBO","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Operational Delivery","190","180","29750","26570"
"In post","2021","LGBO","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Policy","100","100","42770","39680"
"In post","2021","LGBO","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Mixed","Unknown","210","200","32000","27750"
"In post","2021","LGBO","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Operational Delivery","50","40","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Unknown","50","40","[c]","[c]"
"In post","2021","LGBO","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Operational Delivery","120","110","27810","27090"
"In post","2021","LGBO","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Other","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Policy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Undeclared","Unknown","70","70","27820","27570"
"In post","2021","LGBO","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Operational Delivery","100","90","28040","26810"
"In post","2021","LGBO","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Tax","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","Unknown","Unknown","50","40","[c]","[c]"
"In post","2021","LGBO","White","Commercial","150","150","36730","33350"
"In post","2021","LGBO","White","Communications","180","170","41630","39470"
"In post","2021","LGBO","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","White","Digital, Data and Technology","420","420","41040","37550"
"In post","2021","LGBO","White","Economics","110","100","45220","36980"
"In post","2021","LGBO","White","Finance","210","200","43940","40580"
"In post","2021","LGBO","White","Human Resources","310","310","41350","36780"
"In post","2021","LGBO","White","Inspector of Education and Training","50","50","[c]","[c]"
"In post","2021","LGBO","White","Intelligence Analysis","110","110","35180","30500"
"In post","2021","LGBO","White","Internal Audit","30","30","[c]","[c]"
"In post","2021","LGBO","White","International Trade","70","60","50730","51970"
"In post","2021","LGBO","White","Knowledge and Information Management","80","80","34250","32540"
"In post","2021","LGBO","White","Legal","370","360","49800","51250"
"In post","2021","LGBO","White","Medicine","40","40","[c]","[c]"
"In post","2021","LGBO","White","Operational Delivery","5690","5510","29060","26130"
"In post","2021","LGBO","White","Operational Research","70","60","40900","37320"
"In post","2021","LGBO","White","Other","540","520","31740","26950"
"In post","2021","LGBO","White","Planning","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","LGBO","White","Policy","1630","1600","47570","44880"
"In post","2021","LGBO","White","Project Delivery","490","490","40980","38020"
"In post","2021","LGBO","White","Property","160","150","35930","32550"
"In post","2021","LGBO","White","Psychology","50","50","31750","29160"
"In post","2021","LGBO","White","Science and Engineering","390","380","35510","30760"
"In post","2021","LGBO","White","Security","220","220","32910","30890"
"In post","2021","LGBO","White","Social Research","70","70","40300","37020"
"In post","2021","LGBO","White","Statistics","120","120","40540","37020"
"In post","2021","LGBO","White","Tax","540","530","33420","31810"
"In post","2021","LGBO","White","Unknown","4320","4170","30960","27570"
"In post","2021","LGBO","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Undeclared","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Finance","40","40","[c]","[c]"
"In post","2021","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Legal","30","30","[c]","[c]"
"In post","2021","Undeclared","Asian","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Operational Delivery","670","590","27250","25630"
"In post","2021","Undeclared","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Other","50","50","32330","28180"
"In post","2021","Undeclared","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Policy","90","90","39510","35060"
"In post","2021","Undeclared","Asian","Project Delivery","40","40","[c]","[c]"
"In post","2021","Undeclared","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Undeclared","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Tax","70","60","30740","30690"
"In post","2021","Undeclared","Asian","Unknown","450","400","27730","27570"
"In post","2021","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Operational Delivery","320","290","30130","28650"
"In post","2021","Undeclared","Black","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Policy","50","40","[c]","[c]"
"In post","2021","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Social Research","[c]","[c]","[c]","[c]"
